"Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords"
"Unlocking solar energy: Photocatalysts design for tuning the CO2 conversion into high-value (C2+) solar fuels","2024","EnergyChem","23","10.1016/j.enchem.2024.100130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199873462&doi=10.1016%2Fj.enchem.2024.100130&partnerID=40&md5=b4bb2f33f385681e8b7ce5938a48a280","The carbon dioxide (CO<inf>2</inf>) conversion to useful chemicals is a promising technique to address global environmental issues and ensure a renewable energy supply. Despite the efforts to enhance product yield with different catalysts, most studies focused on improving efficiency with less emphasis on the selectivity of higher hydrocarbon (C<inf>2+</inf>) products. Hence, CO, CH<inf>4</inf>, and HCOOH are the commonly obtained products during CO<inf>2</inf> photoreduction according to most literature. C<inf>2+</inf> hydrocarbons have a higher market value compared to C<inf>1</inf> products. Therefore, research on photocatalytic CO<inf>2</inf>-to-C<inf>2+</inf> conversion has received significant attention in recent years. This review discusses the progress of CO<inf>2</inf>-to-C<inf>2+</inf> photoconversions. First, the insights into CO<inf>2</inf> reduction, kinetics, critical challenges, and underlying mechanisms involved in the conversion of CO<inf>2</inf>-to-C<inf>2+</inf> are highlighted. Further, the progress on strategies such as defect engineering, heteroatom doping, cocatalysts deposition, single or dual-atom catalysts, heterostructured combinations, and morphological modulations to improve the selectivity of CO<inf>2</inf> reduction towards C<inf>2+</inf> formation has been discussed. Factors affecting the performance of CO<inf>2</inf>-to-C<inf>2+</inf> are discussed throughout, focusing on aspects like the interaction of reactants with the catalyst surface, various reaction conditions, intermediate formation, *C<inf>1</inf> stabilization, and C–C coupling. Finally, a summary and outlook on recent trends in CO<inf>2</inf> utilization are discussed. © 2024 Elsevier B.V., All rights reserved.","Co2-to-c2+; Co2-to-solar Fuel; C–c Coupling; Higher Hydrocarbons; Photocatalysis; Catalyst Selectivity; Hydrocarbons; Reaction Intermediates; Solar Fuels; Surface Reactions; C-c Coupling; Co 2 Reduction; Co2-to-c2+; Co2-to-solar Fuel; Environmental Issues; Higher Hydrocarbons; Renewable Energies; Useful Chemicals; ]+ Catalyst; Carbon Dioxide"
"Recent development in solid additives enables high-performance organic solar cells","2024","EnergyChem","18","10.1016/j.enchem.2024.100129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196488642&doi=10.1016%2Fj.enchem.2024.100129&partnerID=40&md5=07bac59188e54aaa23f54b56f8a28119","The active layer morphology in organic solar cells (OSCs) including ideal vertical phase separation, molecular packing, and domain size are crucial in influencing the behavior of excitons and charge carriers. Many techniques have been developed to optimize the morphology throughout fabrication extending from thermal and solvent vapor annealing to incorporation of solvent additives. Nevertheless, these posttreatments are unsuitable for large-area OSC fabrication, and solvent additives remain within the active layer, gradually comprising morphology and device performance over time. Recently, the development of solid additives with their unique characteristics, offers superior morphology control, easy posttreatments, and enhanced device stability. Consequently, solid additives have rapidly achieved popularity as a universal and considerably used method to optimize morphology and performance. However, the operational mechanism of solid additives, especially their interactions with donor-acceptor within the active layer remains unclear, hindering their development and use in emerging OSC systems. Therefore, we have summarized recent findings on solid additives volatile and nonvolatile depending on their characteristics, and a comprehensive discussion of different mechanisms is reviewed. These insights aim to assist in choosing suitable solid additives for newly developed OSC systems. Finally, we provide a brief overview of challenges and potential advancements concerning solid additives in OSCs. © 2024 Elsevier B.V., All rights reserved.","Morphology; Organic Solar Cells; Solid Additives; Stability; Working Mechanisms; Additives; Morphology; Phase Separation; Solvents; Active Layer; Layer Morphology; Molecular Domains; Performance; Post Treatment; Solar Cell System; Solid Additive; Solvent Additives; Vertical Phase Separations; Working Mechanisms; Organic Solar Cells"
"MOF-derived LDHs: Unveiling their potential in oxygen evolution reaction","2024","EnergyChem","17","10.1016/j.enchem.2024.100128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195072623&doi=10.1016%2Fj.enchem.2024.100128&partnerID=40&md5=aac7e1b15c2de88b05053b45c111ec5b","This review explores the potential of metal-organic frameworks (MOFs) to drive sustainable clean energy solutions and their crucial role in transitioning towards a decarbonized global economy. The paper underscores the remarkable versatility and modifiability of MOFs. Central to this discourse is the conversion of MOFs into layered double hydroxides (LDHs), with a detailed exposition of the synthesis methodologies and their consequential effects on catalytic efficacy. A meticulous evaluation of MOF-derived LDHs is presented, particularly in the context of the oxygen evolution reaction (OER), encapsulating cutting-edge progress and probing the feasibility of integrating these materials into next-generation energy technologies. Diverging from existing literature, this research provides an in-depth exploration of MOF-to-LDH conversion, a promising area in OER catalysis. In addition, structural engineering techniques to optimize the performance of MOF-derived LDHs in electrochemical devices are explored, highlighting the potential of MOFs as future electrocatalysts and guiding future research directions. © 2024 Elsevier B.V., All rights reserved.","Clean Energy; Electrocatalysis; Ldhs; Mofs; Oxygen Reaction; Electrocatalysts; Metal-organic Frameworks; Oxygen; Clean Energy; Cutting Edges; Energy Solutions; Global Economies; Layered-double Hydroxides; Metalorganic Frameworks (mofs); Modifiability; Oxygen Reaction; Sustainable Clean Energy; Synthesis Methodology; Electrocatalysis"
"Nanostructured iron oxides for heterogeneous catalysis","2024","EnergyChem","12","10.1016/j.enchem.2024.100124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194409912&doi=10.1016%2Fj.enchem.2024.100124&partnerID=40&md5=e6749406339561f7b55a9aceab76f60c","Modulating the shape and crystal-phase of nano-sized iron-oxide particles play an essential role in the design of highly efficient heterogeneous catalysts. Iron oxides usually present as hematite (α-Fe<inf>2</inf>O<inf>3</inf>), maghemite (γ-Fe<inf>2</inf>O<inf>3</inf>), and magnetite (Fe<inf>3</inf>O<inf>4</inf>), where the coordination environments of Fe and O vary considerably. The diversity structures of iron oxides, in terms of chemical composition, particle size/shape, and crystal-phase, favor a flexible mediation on the geometric and electronic characters of surface Fe and O atoms that are intimately linked to the active sites for catalysis. Tuning the crystal-phase of size/shape-specified FeO<inf>x</inf> particles alters the arrangements of Fe and O atoms both in the bulk and on the surface. While tailoring the particle shape, in a specific crystal-phase, enables to expose the more reactive facets featured by unique arrangements of Fe and O atoms. All these strategies could maximize the number of active sites for catalysis and regulate the adsorption and activation manner of reacting molecules. In addition, the shape and crystal-phase of FeO<inf>x</inf> particles, when they are used to support the catalytically more active precious metals, affect the dispersion of the precious-metals via interfacial bonding and charge transfer. In this context, the precious-metals would show distinct electronic features via interaction with iron oxides, while their interfacial bonding is governed by the surface properties of iron oxides. Among them, precious-metal single-atoms, anchored on iron oxides, are characterized by the isolated sites, but a straightforward correlation between their electronic and geometric structures and the catalytic properties is controversial. Alternatively, inverse structures (iron-oxide layers on precious -metal particles) and core-shell geometries (a precious-metal core and an oxide shell) enable to construct active interfaces and describe the geometric and electronic characters. Moreover, the dynamic behavior of precious-metal-support interfaces, under reactive gases and at high temperatures, would provide accurate and realistic evidences for revealing the intrinsic structure-reactivity relationships. © 2024 Elsevier B.V., All rights reserved.","Active Site; Crystal-phase; Heterogeneous Catalysis; Iron Oxides; Particle Shape; Atoms; Charge Transfer; Chemical Bonds; Crystals; Geometry; Hematite; Magnetite; Particle Size; Precious Metals; Active Site; Crystal Phasis; Haematite; Heterogeneous Catalyst; Interfacial Bonding; Iron Oxide Particles; Metal Core; Nano Sized; Nano-structured; Particle Shape; Catalysis"
"Ionic thermoelectric gels and devices: Progress, opportunities, and challenges","2024","EnergyChem","38","10.1016/j.enchem.2024.100123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189024392&doi=10.1016%2Fj.enchem.2024.100123&partnerID=40&md5=6f8fed625b06c5b566f058496e63dd23","Thermoelectric materials are promising in relieving the energy crisis concerning harvesting waste heat and providing a new environment-friendly self-power source for Internet of Things (IoT) sensors. This has attracted significant interest from both the industry and scientific research communities. Fundamentally, general thermoelectric materials are defined as condensed matter that directly converts heat into electricity using electrons or ions as carriers. This review focuses on the emerging ionic thermoelectric (i-TE) gels characterized by distinguished advantages of high voltage output, flexibility, stretchability, and solution processing. Firstly, we systematically review the progress of both p-type and n-type i-TE gels from natural to synthesized gel materials. Secondly, we summarize several strategies for enhancing thermopower, such as entropy engineering, diffusion suppression of counter ions, and several synergistic effects. Thirdly, we briefly review three common modes in which i-TE gels can operate: generator, supercapacitor, and cycle mode. Fourthly, we discussed the effect of electrode structure and gel structure on the energy output. We also highlight the opportunity for i-TE gels to explore new applications based on their unique advantages. Finally, the challenges and perspectives are presented, suggesting a challenging technique road and a bright future in this emerging field. © 2024 Elsevier B.V., All rights reserved.","Applications; Challenges; Energy Output; Ionic Thermoelectric Gels; Thermopower; Energy Policy; Gels; Tellurium Compounds; Thermoelectric Equipment; Thermoelectric Power; Waste Heat; Challenge; Energy Crisis; Energy Output; Environment Friendly; Industry Research; Ionic Thermoelectric Gel; Power Sources; Thermo-electric Materials; Thermoelectric; Thermoelectric Material; Internet Of Things"
"Interfacial engineering for high-performance garnet-based lithium metal batteries: A perspective on lithiophilicity and lithiophobicity","2024","EnergyChem","9","10.1016/j.enchem.2024.100122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188840005&doi=10.1016%2Fj.enchem.2024.100122&partnerID=40&md5=f78cc388dc51a880d452c27e7b7b6829","The research and development of energy storage devices has witnessed a paradigm shift towards the realization of solid-state lithium metal batteries owing to the high theoretical capacity of the lithium metal anode (LMA). Among all types of solid-state electrolytes (SSEs), garnet-based solid electrolytes are one of the most promising candidates which developed due to their relatively high ionic conductivity (10–4 to 10–3 mS cm–1), wide electrochemical stability window (0–6 V vs. Li+/Li), and, most importantly, thermodynamic stability with lithium. Applying suitable interfacial engineering solutions is crucial for solid-state lithium metal batteries, especially for garnet-solid electrolytes due to their brittle nature, which cannot withstand high stack pressure. In this review, we focus on the recent developments in interface engineering solutions and broadly classify them based on the interface modification approach/fabrication routes using various classes of materials. Certain vital electrochemical performance parameters have been compared closely, which gives an appropriate estimation of what types of interlayers will be suitable along with the possible mechanistic route. Moreover, the role of lithium affinity at the interface in terms of lithiophilicity and its importance, along with the presence of lithiophobic phases, is discussed as it amplifies the critical current density of the anode/solid-electrolyte interface and reduces the area-specific resistance. This article comprehensively analyzes the anode-solid-state electrolyte interface in garnet-based lithium metal batteries. It aims to provide a clear perspective on lithiophilicity and lithiophobicity to achieve high-performance batteries. © 2024 Elsevier B.V., All rights reserved.","Composite Anode; Garnet Solid-state Electrolyte; Interface; Li Metal; Lithiophilic; Lithium Alloy; Anodes; Interface States; Lithium Alloys; Lithium Batteries; Solid Electrolytes; Solid-state Batteries; Composite Anodes; Engineering Solutions; Garnet Solid-state Electrolyte; Li Metal; Lithiophilic; Lithium Metals; Paradigm Shifts; Performance; Research And Development; Solid-state Electrolyte; Garnets"
"Design strategies of iridium(III) complexes for highly efficient saturated blue phosphorescent OLEDs with improved lifetime","2024","EnergyChem","39","10.1016/j.enchem.2024.100120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187791720&doi=10.1016%2Fj.enchem.2024.100120&partnerID=40&md5=2d25f0a685796172bef934e2e3e814d5","This review explores the latest advancements of iridium(III) phosphorescent blue emitters by focusing on the design strategies employed for saturated blue phosphorescent OLEDs with enhanced operational lifetime. Saturated blue emission remains a challenging aspect of OLED technology, and iridium(III) complexes have emerged as promising materials to address this issue. The molecular design principles, ligand engineering and host materials that facilitate the achievement of highly efficient blue phosphorescent emission are explored. Additionally, various host-guest systems and device architectures that have been employed to prolong the operational lifetime of these OLEDs are systematically examined. The review highlights recent breakthroughs and prospects, including the synthesis of novel iridium(III) complexes, advanced device engineering strategies, and potential application in next-generation displays and lighting technologies. Therefore, this comprehensive analysis serves as a valuable resource for researchers and industry professionals engaged in the development of advanced OLEDs with improved efficiency and longevity. © 2024 Elsevier B.V., All rights reserved.","Efficiency; Iridium(iii) Complexes; Organic Light Emitting Diode; Phosphorescent; Stability; Display Devices; Iridium Compounds; Organic Light Emitting Diodes (oled); Phosphorescence; Synthesis (chemical); Blue Emitter; Blue Phosphorescent Oled; Blue-emission; Design Strategies; Iridium Complex; Lightemitting Diode; Operational Lifetime; Organic Light Emitting Diode; Organic Light-emitting; Phosphorescent; Efficiency"
"Covalent organic frameworks for efficient hydrogen peroxide production","2024","EnergyChem","15","10.1016/j.enchem.2024.100121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186714790&doi=10.1016%2Fj.enchem.2024.100121&partnerID=40&md5=02783d02491b336408bbb3b242053a04","The field of hydrogen peroxide (H<inf>2</inf>O<inf>2</inf>) has attracted enormous interests because H<inf>2</inf>O<inf>2</inf> is a sort of environmental-friendly oxidant to be widely used in sanitation, chemical industry and environmental field. The high energy consumption and production of harmful by-product waste of conventional anthraquinone oxidation technology calls for the development of green and sustainable technologies for H<inf>2</inf>O<inf>2</inf> production. The photocatalytic and electrocatalytic H<inf>2</inf>O<inf>2</inf> production based on the covalent organic framework (COF) catalysts has been developed rapidly during the past few years due to the advantages of COFs including structural designability, high crystallinity, good porosity and stability. In this review, the basic principles, recent achievements and strategies for the design of COF photocatalysts and electrocatalysts to improve the performance of H<inf>2</inf>O<inf>2</inf> production are summarized and highlighted. The challenges and perspective for the future directions are discussed in detail. This review is expected to pave the way for the rational design of advanced COF catalysts for the sustainable H<inf>2</inf>O<inf>2</inf> production. © 2024 Elsevier B.V., All rights reserved.","Covalent Organic Frameworks; Electrocatalysis; Hydrogen Peroxide Production; Oxygen Reduction Reaction; Photocatalysis; Chemical Industry; Crystallinity; Electrocatalysis; Electrocatalysts; Energy Utilization; Hydrogen Peroxide; Hydrogen Production; Ketones; Oxidation; Oxygen; Covalent Organic Frameworks; Energy Consumption And Production; Environmental Fields; Environmental-friendly; Green Technology; High Energy Consumption; Hydrogen Peroxide Production; Oxidation Technology; Oxygen Reduction Reaction; ]+ Catalyst; Electrolytic Reduction"
"Tuning the local coordination environment of single-atom catalysts for enhanced electrocatalytic activity","2024","EnergyChem","35","10.1016/j.enchem.2024.100119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186510789&doi=10.1016%2Fj.enchem.2024.100119&partnerID=40&md5=8c8f8b4d9813e095673845694dff4f78","The local coordination environment (LCE) plays a pivotal role in determining catalyst performance. By controlling the LCE of catalysts, the catalytic activity, selectivity, and stability of catalysts can be effectively increased. This influence is particularly pronounced in the realm of electrocatalysis, especially for single-atom catalysts (SACs). However, it is still a challenge to properly regulate the LCE and improve the activity and stability of SACs during catalysis. According to the differences in electron distribution and interaction between atoms in different types of chemical bonds, the LCE can be adjusted by experimental and simulated design. In this review, we discuss the characterization of LCE in SACs, explore the impact of adjusting LCE in high-performance electrocatalysts and summarize the challenges and opportunities of SACs in the future. We aim for this review to provide new insights into further research on SACs. © 2024 Elsevier B.V., All rights reserved.","Catalytic Activity; Electrocatalytic; Heteroatom Doping; Local Coordination Environment; Single-atom Catalysts; Atoms; Bond Strength (chemical); Catalyst Selectivity; Electrocatalysis; Electrocatalysts; Coordination Environment; Electrocatalytic; Electrocatalytic Activity; Heteroatom Doping; Heteroatoms; Local Coordination; Local Coordination Environment; Single-atom Catalyst; Single-atoms; ]+ Catalyst; Catalyst Activity"
"Crystal nano-engineering: A new era for perovskite photovoltaics","2024","EnergyChem","0","10.1016/j.enchem.2024.100118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185190822&doi=10.1016%2Fj.enchem.2024.100118&partnerID=40&md5=f4a25d58bfaae6d20fa1c12e5c195c9c","[No abstract available]",""
"Recent advances in the surface modification strategies towards 3D carbon-based hosts for dendrite-free Li/Na/Zn metal anodes","2024","EnergyChem","13","10.1016/j.enchem.2024.100117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184007966&doi=10.1016%2Fj.enchem.2024.100117&partnerID=40&md5=af05a9b6b65488d5ab420e87231377eb","Rechargeable Li/Na/Zn metal batteries are promising next-generation energy-storage systems owing to their high energy density. However, the inhomogeneous deposition behavior, severe dendrite growth and drastic volume variation hinder the practical applications of Li/Na/Zn metal anodes. Three-dimensional (3D) carbon-based substrates have received extensive attention in view of their low cost, high electronic conductivity, and adjustable physicochemical characteristic. Moreover, their interconnected network architecture can accommodate the enormous internal stress fluctuation, homogenize electric field distribution, and mitigate Li/Na/Zn dendrite growth. Herein, we review the recent advances in 3D carbon-based hosts employing surface modification strategies to accomplish spatially confined deposition behavior of metallic Li/Na/Zn. Firstly, self-templated synthesis and hard-templating synthesis for manufacturing the 3D carbon-based scaffolds are briefly presented. Subsequently, we investigate several typical surface modification strategies, including heteroatom doping, surface functionalization, decoration of nucleation sites, and skeleton gradient design of metallophilicity and electronic conductivity. Finally, the future perspectives on several research orientations for the commercial application of 3D carbon-based hosts as metal anodes are emphasized. © 2024 Elsevier B.V., All rights reserved.","3d Hosts; Carbon; Li/na/zn Metal Anodes; Spatial Confinement; Surface Modification; Anodes; Deposition; Electric Conductivity; Electric Fields; Network Architecture; Scaffolds; Substrates; 3d Host; Carbon-based; Dendrite Growth; Deposition Behaviours; Electronic Conductivity; Li/na/zn Metal Anode; Metal Anodes; Spatial Confinement; Storage Systems; Surface-modification; Carbon"
"Metal-organic framework composites for photocatalysis","2024","EnergyChem","43","10.1016/j.enchem.2023.100115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179799373&doi=10.1016%2Fj.enchem.2023.100115&partnerID=40&md5=6618c255eeb237223ad0d3638f8bf79d","In the past decades, metal-organic frameworks (MOFs) have gained great attention as a promising candidate in photocatalytic applications, leveraging their tunable pores, well-defined structures, ease of functionalization and inherent semiconductor properties. Nevertheless, owing to their poor light-harvesting capability and suboptimal electron-hole separation efficiency, their catalytic performances have yet to meet the prerequisites for industrial deployment. To address this issue, researchers started to incorporate guest substances into MOFs, thereby integrating multiple functions or advantages to form MOF composites. Through the construction of active interfaces and the introduction of functional units, the light absorption capacity, charge separation and the reaction activity are pointedly optimized, thus enhancing the overall photocatalytic performances. Moreover, the composites exhibit various active sites with well-defined coordination configuration, facilitating the study of the photocatalytic mechanism. Herein, this review provides an overview of commonly used MOF composites in photocatalysis, including metal nanoparticles/MOFs, semiconductors/MOFs, carbon materials/MOFs, aerogels/MOFs, polymers/MOFs, reticular frameworks/MOFs, and MOF composites with others, summarizes their synthesis strategies, and presents their latest applications in photocatalytic water splitting, CO<inf>2</inf> reduction, N<inf>2</inf> reduction and organic reactions. We hope that this review will highlight the advantages and challenges of MOF composites in photocatalysis and inspire the development of more efficient and widely applicable novel MOF composite photocatalysts. © 2024 Elsevier B.V., All rights reserved.","Co2 Reduction; Composites; Metal-organic Frameworks; N2 Reduction; Organic Reactions; Photocatalysis; Water Splitting; Aerogels; Carbon Dioxide; Metal Nanoparticles; Metal-organic Frameworks; Organic Polymers; Photocatalytic Activity; Synthesis (chemical); % Reductions; Co 2 Reduction; Functionalizations; Metalorganic Frameworks (mofs); N2 Reduction; Organic Reaction; Photocatalytic Application; Tunables; Water Splitting; Well-defined Structures; Light Absorption"
"Donor-acceptor-based conjugated polymers for photocatalytic energy conversion","2024","EnergyChem","70","10.1016/j.enchem.2023.100116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179160130&doi=10.1016%2Fj.enchem.2023.100116&partnerID=40&md5=92accdce376dbb87e89ecaf724879984","Photocatalytic solar-to-chemical energy conversion is deemed to be a promising, eco-friendly, and low-energy input strategy for addressing the energy crisis. Donor−acceptor (D−A) conjugated polymers (CPs) have recently emerged as the hub in photocatalysis due to their charming properties, such as variable molecular structure, accessible functionalization, tunable electronic band structure, and versatile synthetic approaches. These features enable D−A-based CPs to be a potential alternative for conventional inorganic photocatalysts. Currently, researchers are making great efforts to design highly-efficient D−A-based CPs for adaptable photocatalytic reactions. In this review, the development, classification, and common synthetic strategies of D−A-based CPs are introduced. The recent progress of D−A-based CPs in photocatalytic energy conversion is systematically summarized, including photocatalytic H<inf>2</inf> evolution, O<inf>2</inf> evolution, overall water splitting, CO<inf>2</inf> reduction, H<inf>2</inf>O<inf>2</inf> production, and organic transformation. Meanwhile, the impacts of molecular/electronic structure and morphology of D−A-based CPs on light-harvesting capacity, exciton dissociation, and interfacial reaction during the photo-redox reactions are clarified. Finally, the conclusions and future challenges for photocatalytic energy conversion over D−A-based CPs are provided. This review is expected to offer an in-depth and comprehensive understanding of photocatalytic energy conversion in the aspect of mechanism, as well as to stimulate inspiration for designing D−A-based CP photocatalysts with surpassing efficiency. © 2024 Elsevier B.V., All rights reserved.","Conjugated Polymers; Donor-acceptor Structure; Photocatalysis; Solar Fuels; Water Splitting; Energy Conversion; Energy Policy; Photocatalysis; Redox Reactions; Solar Fuels; Based Conjugated Polymers; Chemical Energy; Donor-acceptor Structure; Donor/acceptor; Eco-friendly; Energy Inputs; Lower Energies; Photo-catalytic; Water Splitting; Conjugated Polymers"
"Insight into the active sites of M–N–C single-atom catalysts for electrochemical CO2 reduction","2023","EnergyChem","22","10.1016/j.enchem.2023.100114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178451122&doi=10.1016%2Fj.enchem.2023.100114&partnerID=40&md5=8fe1a3b4823b9f25fdd0709886a54f3d","Electrochemical carbon dioxide reduction (CO<inf>2</inf>RR) to chemicals and fuels is a promising way to alleviate global environmental problems and energy issues. Among the various catalysts, metal-nitrogen-carbon (M–N–C) single-atom catalysts (SACs) have intrigued great excitement in catalysis due to their low cost and high efficiency. However, precisely identifying the active site structure at an atomic level and disclosing the structure-performance relationship remains a grand challenge. In this review, the active structures of the M–N–C catalysts in CO<inf>2</inf>RR are first summarized, including isolated metal-N<inf>x</inf> (x = 2, 3, 4, 5) sites, dual-metal centers, and the crucial role of substrates. Subsequently, the role of active structure in changing the adsorption properties of reactants toward CO<inf>2</inf>RR is discussed. In particular, the structure-performance relationship and constructive strategies to optimize the CO<inf>2</inf>RR pathway are highlighted. Finally, challenges and potential outlooks for the development of M–N–C SACs toward CO<inf>2</inf>RR are presented. © 2023 Elsevier B.V., All rights reserved.","Active Site; Carbon Dioxide Reduction; Electrocatalysis; M–n–c Materials; Single-atom Catalysts; Atoms; Carbon Dioxide; Catalyst Activity; Pollution Control; Reduction; Active Site; Carbon Dioxide Reduction; Carbon Material; Electrochemicals; Metal-nitrogen-carbon Material; Nitrogen-carbon; Single-atom Catalyst; Single-atoms; Structure Performance; ]+ Catalyst; Electrocatalysis"
"Killing two birds with one stone: State-of-the-art progress in dual-functional photoredox catalysis for solar fuel conversion and selective organic transformation","2023","EnergyChem","28","10.1016/j.enchem.2023.100112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178197662&doi=10.1016%2Fj.enchem.2023.100112&partnerID=40&md5=a1a8a947375907982a96ef2aee9dac7b","Using solar energy to couple the photoinduced reductive half-reaction with a matched oxidative half-reaction has received increasing attention in recent years. Such a process represents an alternative artificial photosynthetic route for energy storage and chemical synthesis, like killing two birds with one stone. This review article concisely summarizes and highlights the state-of-the-art progresses of semiconductor-based dual-functional photoredox catalysis that couples the reductive half-reaction such as the proton (H+) reduction into H<inf>2</inf>, CO<inf>2</inf> reduction, and O<inf>2</inf> reduction to H<inf>2</inf>O<inf>2</inf> with a matched oxidative organic transformation reaction including alcohol oxidation, C-C/-C-O coupling, -C-N coupling, biomass or plastics photoreforming, and other reactions, which can make full use of the electrons and holes generated from the semiconductors to realize the solar fuel conversion and selective organic transformation into valuable chemicals simultaneously. The challenges and prospects for future development of semiconductor-based dual-functional photoredox catalysis are also presented. © 2023 Elsevier B.V., All rights reserved.","Co2 Reduction; Dual-functional Photocatalysis; H2o2 Generation; Hydrogen Evolution; Organic Transformation; Artificial Photosynthesis; Birds; Carbon Dioxide; Catalysis; Organic Chemicals; Solar Power Generation; Co 2 Reduction; Dual-functional Photocatalyse; Fuel Conversion; H2o2 Generation; Half-reactions; Hydrogen-evolution; Organic Transformations; Photoredox Catalysis; Solar Fuels; State Of The Art"
"Paired electrosynthesis design strategy for sustainable CO2 conversion and product upgrading","2023","EnergyChem","22","10.1016/j.enchem.2023.100111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178127210&doi=10.1016%2Fj.enchem.2023.100111&partnerID=40&md5=fe0c6750c6bc04aca6c2fa7d0c75149b","CO<inf>2</inf> electrolysis technology powered by renewable electricity is a sustainable strategy to reduce anthropogenic carbon emissions while producing valuable chemicals. Unfortunately, compared with CO<inf>2</inf> reduction reaction (CO<inf>2</inf>RR) in cathode, the sluggish-kinetics and low value-added product (i.e., O<inf>2</inf>) of anodic oxygen evolution reaction (OER) during CO<inf>2</inf> electrolysis will seriously drag down the whole efficiency and economic benefits. Alternatively, replacing OER with some thermodynamically more favorable oxidation reactions is promising to reduce energy input while producing high value-added products. Therefore, coupling CO<inf>2</inf>RR with these oxidation reactions to construct paired electrosynthesis systems is more meaningful for future applications, which has gained some far-reaching achievements in recent years. In this review, we summarize recent progress in construction of paired electrosynthesis systems involving CO<inf>2</inf>RR and propose possible future research directions. We start with fundamentals about traditional CO<inf>2</inf> electrolysis. Then we propose the definition and classification of paired electrolysis, especially those involving CO<inf>2</inf>RR. Subsequently, we emphatically discuss the selection of various oxidation reactions coupled with CO<inf>2</inf>RR in the proposed paired electrolysis systems. Finally, from our point of view, the current challenges and corresponding perspectives on the development of paired electrolysis involving CO<inf>2</inf>RR are presented to inspire possible future research directions. © 2023 Elsevier B.V., All rights reserved.","Co2 Reduction Reaction; Convergent Paired Electrolysis; Paired Electrosynthesis; Parallel Paired Electrolysis; Carbon Dioxide; Oxidation; Product Design; Reaction Kinetics; Co 2 Reduction; Co2 Reduction Reaction; Convergent Paired Electrolyse; Oxidation Reactions; Paired Electrolysis; Paired Electrosynthesis; Parallel Paired Electrolyse; Reduction Reaction; Value Added Products; Electrolysis"
"Elevated temperature adsorbents for separation applications","2023","EnergyChem","4","10.1016/j.enchem.2023.100113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178018927&doi=10.1016%2Fj.enchem.2023.100113&partnerID=40&md5=9614612f0223721c7b28da36cd822547","Elevated-temperature adsorptive separation involves the selective and rapid adsorption of gas molecules on weakly bonding chemical sites of an adsorbent at elevated temperatures (80–500 °C) and the reversible desorption of the gas molecules at a low cost. It is a significant step in several reactions, such as pre-combustion carbon capture, indirect/direct hydrogen production, ammonia separation, oxygen production from air, and carbon monoxide enrichment. This purification strategy avoids sensible heat loss of the feed gas, heat regeneration, accelerates adsorption kinetics, and can sometimes couple catalysts to achieve sorption-enhanced reactions. Before commercializing elevated-temperature adsorptive separation technologies, highly efficient syntheses for obtaining elevated-temperature-responsive adsorbents are required; competitive adsorption, interactions with gas impurities, and poisoning mechanisms need to be well understood; specific adsorption reactors and processes should also be designed. Therefore, this review covers the key progress made in terms of material design and synthesis, adsorption kinetic models and mechanisms, process design and optimization, as well as system integration for elevated-temperature adsorptive separation. This review will be valuable for the clean fossil-fuel utilization community, as well as energy and chemical industries. © 2024 Elsevier B.V., All rights reserved.","Adsorptive Separation; Ammonia Separation; Carbon Capture; Carbon Monoxide Enrichment; Hydrogen Production; Oxygen Production; Adsorption; Air Purification; Ammonia; Carbon Capture; Chemical Bonds; Chemical Industry; Fossil Fuels; Hydrogen Production; Molecules; Oxygen; Adsorptive Separation; Ammonia Separation; Carbon Monoxide Enrichment; Chemical Sites; Elevated Temperature; Gas Molecules; Low-costs; Oxygen Production; Rapid Adsorption; Selective Adsorption; Carbon Monoxide"
