"Title","Year","Source title","DOI","Link","Abstract","Author Keywords"
"Birdwatching preferences reveal synergies and tradeoffs among recreation, carbon, and fisheries ecosystem services in Pacific Northwest estuaries, USA","2024","Ecosystem Services","10.1016/j.ecoser.2024.101656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203236434&doi=10.1016%2Fj.ecoser.2024.101656&partnerID=40&md5=66dc5fc7494bb6c850c9b585fecbc421","Coastal ecosystems provide multiple ecosystem services that are valued in diverse ways. The Nisqually River Delta (the Delta), an estuary in Puget Sound, Washington, U.S.A., is co-managed by the Nisqually Indian Tribe and the Billy Frank Jr. Nisqually National Wildlife Refuge. In an ecosystem services assessment, we used different service-appropriate methods including citizen science, statistical and geospatial models, and scenario analysis to evaluate three ecosystem services – recreational birdwatching, soil carbon accumulation and fishery production – indicated as priorities for the Refuge, Nisqually Indian Tribe, and surrounding communities. We developed a generalized additive mixed model set based on eBird mobile application birdwatching observations to understand the biological and landscape features that influence birdwatching and to project birdwatching visitation based on scenarios of Delta habitat change. We evaluated ecosystem service synergies and tradeoffs associated with habitat change for three coastal habitat types using scenario outputs from the birdwatching model and published results on Delta soil carbon accumulation and fishery production. The highest-ranked birdwatching models explained 88 % of the deviance and showed that visitation was greatest in winter months when distance to major cities was approximately 20 km. Recreational birdwatching increased with increasing area of forested wetland, emergent wetland, aquatic vegetation bed, open access, and total estuary. With increasing forested and emergent wetland area, recreational birdwatching, out-migrating juvenile Chinook salmon weight and soil carbon accumulation all increased. With increasing aquatic vegetation bed (resulting from sea level rise), recreational birdwatching increased, but salmon weight and soil carbon accumulation decreased. We identified practical ways in which ecosystem services may be incorporated into adaptive management frameworks that support climate adaptation decision making. This study illustrated how use of ecosystem services can help managers make decisions that have greater benefit for wildlife and people, communicate the societal value of decisions and increase local support and participation. © 2024 Elsevier B.V., All rights reserved.","Citizen Science; Climate Adaptation; Land Management; Salmon Production; Soil Carbon Accumulation; Valuation"
"Companies preferences and willingness to pay for ecosystem services credits through an online-marketplace","2024","Ecosystem Services","10.1016/j.ecoser.2024.101653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203123112&doi=10.1016%2Fj.ecoser.2024.101653&partnerID=40&md5=e738fb1951463b37d2d7beb5fc2a9b5c","While greater business financing is important to halt the loss of biodiversity and environmental degradation, only a limited number of payments for ecosystem services (PES) schemes receive voluntary financing from companies. Recently, pilot private ecosystem marketplaces have emerged to function as an intermediary between suppliers and private buyers for ecosystem services projects with varying levels of validation, verification, additionality and permanence. However, business interests have not yet been the topic of much empirical research. To answer our research question on the preferences of business sector towards the ecosystem services credits that support the provision of environmental public goods, we collected survey data from 618 German companies through an online survey in 2019. We analysed characteristics of companies, perceived opportunities and threats, types of ecosystem services credits and the willingness to spend as factors to understand companies’ preferences. We showed that the ecosystem services credits concept appeals to a small proportion of companies. We found that companies have so far felt little pressure from assumed expectation. For example, there is no significant effect on companies’ interest in nature conservation steering from the link between company and nature. A nationwide internet platform, along with scientifically-based predictions of project impacts, was particularly appreciated by companies as it facilitated easier engagement by revealing regional project opportunities. Climate protection, water quality, and biodiversity emerged as the most appealing ecosystem services categories for companies. Additionally, companies expressed a preference for bundling relevant ecosystem services options. Our study highlights the significance of considering companies’ local preferences. Furthermore, we observed that the majority of companies demonstrated a willingness to make low threshold and flexible contributions. By presenting descriptive evidences based on primary data from a large number of companies, this research addresses a previously existing gap of business interests in financing ecosystem services provision via new innovative markets. © 2024 Elsevier B.V., All rights reserved.","Biodiversity; Business; Certification; Corporate; Payments For Ecosystem Services; Private Sector"
"The role of urban landscape configuration in the provision of hydrological ecosystem services by trees","2024","Ecosystem Services","10.1016/j.ecoser.2024.101657","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202834562&doi=10.1016%2Fj.ecoser.2024.101657&partnerID=40&md5=a2309606cf44906424ceee1cca505a14","The vital role of urban trees in mitigating surface runoff issues through the Runoff Reduction Ecosystem Service (RRES) is increasingly threatened by extensive modifications to the urban landscape. To ensure the sustainability of RRES, it is crucial to understand how landscape configuration affects it. This study aims to empirically analyze this relationship and determine which aspects of the urban landscape configuration impact RRES the most. The study applied the i-Tree Eco to quantify RRES. Landscape configuration was calculated using eleven metrics by FRAGSTATS. The impact of various aspects of landscape configuration on RRES was assessed by developing models based on stepwise regression analysis, which were then categorized based on their strength of influence. The results showed that urban trees in Tabriz, a study area in Iran, annually reduced runoff by 196.85 × 103 m3. The regression models underscored the significance of the normalized landscape shape index, the aggregation index, the effective mesh size, and the clumpiness index as the main drivers of RRES (0.962 ≤ r2 ≤ 0.978). Landscape division, patch density, patch cohesion, interspersion, and juxtaposition indexes had moderate impacts (0.733 ≤ r2 ≤ 0.879). In contrast, factors such as the percentage of similar adjacencies, the splitting index, and the number of patches had relatively lower impacts (0.569 ≤ r2 ≤ 0.667). These findings have practical implications for urban planners, emphasizing the importance of arranging patches in aggregated and contiguous patterns to improve RRES provision. Ultimately, this study provides valuable information for effective urban landscape management, ensuring a sustained supply of RRES. © 2024 Elsevier B.V., All rights reserved.","Ecosystem Service Modelling; Landscape Configuration; Runoff Mitigation; Sustainable Landscape Management; Urban Forest"
"Indigenous and local values of nature through a gender lens: A literature review","2024","Ecosystem Services","10.1016/j.ecoser.2024.101654","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202540247&doi=10.1016%2Fj.ecoser.2024.101654&partnerID=40&md5=5585cf6d3518947f373ed859051b6fdc","Values of nature have different forms and are expressed through a variety of ways, depending on the culture and people in focus. Such values influence decisions and policies made about nature, especially regarding conservation and management. Current decision-making predominately focuses on instrumental and economic values of nature, often neglecting diverse and plural values, including intrinsic and relational ones. Additionally, the voice of marginalized communities such as Indigenous People and Local Communities (IPLC), and more so, Indigenous women, is often not recognized, leading to inequitable outcomes. Even though gender has been shown to influence value perceptions, no comprehensive review exists of how it affects values of nature within IPLC. This review aims to close this gap. Through a systematic literature review and thematic analysis, this paper highlights the values of nature and Nature's Contributions to People held by IPLC and insights of applying a gender lens to existing research in this field. The results indicate a focus on study areas in Asia, South America and Africa, as well as toward forests as ecosystems. The predominant valuation methods include preference assessments and semi-structured interviews. This review shows that IPLC hold diverse values, including instrumental, intrinsic, and relational values. Gendered insights were found to be connected to gendered responsibilities within communities. For example, domestic food products, homegardens, and wild edible plants are often of higher importance to female IPLC, due to their prominent role in household and family care. Research gaps on gendered values have also been shown, especially for religious, spiritual, and cultural heritage values. © 2024 Elsevier B.V., All rights reserved.","Indigenous People And Local Communities; Intergovernmental Science-policy Platform On Biodiversity And Ecosystem Services (ipbes); Nature's Contributions To People (ncp); Valuation"
"Ecosystem Services Justice: The Emergence of a Critical Research Field","2024","Ecosystem Services","10.1016/j.ecoser.2024.101655","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202045536&doi=10.1016%2Fj.ecoser.2024.101655&partnerID=40&md5=b00d9d487ec059aad134734eb6c8c458","Ecosystem services justice is an emergent research field. Over the past decade, research on ecosystem services has increasingly developed a justice perspective and incorporated it into its conceptual and empirical frameworks. This perspective aims at providing a review of the emergent strands of research addressing ecosystem services justice, and at creating an outlook on future research needs and frontiers. The review departs from central critiques to the ecosystem service approach, which have been foundational for the research field of ecosystem services justice. To be precise, we address three different research strands on which justice issues arise. First, ecosystem services production, considering the (increasing) commodification of ecosystem services, the concentration of ecosystem services production assets and the role of trade-offs in production capacities. Second, the distribution of ecosystem services benefits under the aspects of unequal vulnerabilities, the consideration of accessibility and individual's capabilities to obtain ecosystem services. Third, the recognition of ecosystem services pluralisms, including socially differentiated forms of wellbeing, plural values and knowledge concerning ecosystem services. While ES justice has strongly advanced from a scientific perspective, we are still lacking a stronger reflection of these advances in practice. Future research, we argue, needs to develop holistic procedural frameworks for integrating the complexity of ecosystem services justice, addressing the ecosystem services production under consideration of historic inequalities, the distribution of ecosystem services benefits with respect to people's diverse needs, vulnerabilities, and capabilities, as well as diverse wellbeing-, value-, and knowledge-systems. The social-ecological understanding of ecosystem services co-production, which recognizes the dynamic and reciprocal relationship between humans and ecosystems, is identified as a crucial framing for this endeavor. © 2024 Elsevier B.V., All rights reserved.",""
"Implications of landscape changes for ecosystem services and biodiversity: A national assessment in Ecuador","2024","Ecosystem Services","10.1016/j.ecoser.2024.101652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201705524&doi=10.1016%2Fj.ecoser.2024.101652&partnerID=40&md5=30af2f01a64cb44d49749ef9b4dd36f6","Ecuadorian ecosystems experience high pressure due to anthropogenic activities and climate change. Despite the need of regular monitoring of biodiversity and ecosystem services (BES), attempts to assess the current and future interdependencies of BES and landscape changes are still lacking. This study suggests a spatial assessment of the capacity of ecosystems/land use types to provide BES as status quo and its future development under scenarios of deforestation and climate change. To address data scarcity and improve legitimacy, spatial modeling was combined with participatory approaches. Specifically, changes in landscape pattern were simulated using a modeling platform that combines Geographic Information System (GIS) and Cellular Automaton (CA) modules. Experts in ecosystem conservation and management participated through surveys and workshops. Food, drinking water, service water, soil erosion control, water flow regulation, pollination/seed dispersal, regulation of macro climate, and landscape aesthetic/amenity were identified as the most relevant ES. Among the forest ecosystems, Páramo-related ecosystems were regarded to provide multiple ES with high capacities. Compared to the current status, the deforestation scenario showed to decrease most BES by 20–25 %, while increasing food provision by 5 %, as a trade-off. Regarding the climate change scenarios, the “Representative Concentration Pathways” (RCP) by 2070 were simulated with an increase in temperature of 2 °C (RCP 2.6) and of 4 °C (RCP 6.0). RCP 6.0 showed more noticeable impact than RCP 2.6, which caused a decrease in most BES whereas an increase in food provision due to the possible expansion of arable land into higher altitudes. The results of the spatial assessment also indicated high and low potential areas for BES provision. Such information can support decision-making for BES management e.g., priority areas for actions. Furthermore, the applied spatially explicit assessment could be a starting point for a regular assessment of BES, which has not yet been implemented in Ecuador. © 2024 Elsevier B.V., All rights reserved.","Climate Change; Deforestation; Expert Knowledge; Mapping; Scenario Development; Spatial Modeling"
"Measuring virtual flows of ecosystem services embedded in traded goods across an urban agglomeration in China","2024","Ecosystem Services","10.1016/j.ecoser.2024.101651","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200610040&doi=10.1016%2Fj.ecoser.2024.101651&partnerID=40&md5=9744907fd093ffc44db6b33bf3b985f2","Human society in the Anthropocene is globally connected and relies on flows of goods and services for its prosperity and wellbeing. However, quantitative understanding of the flows of ecosystem services (ES) embedded in trade (virtual ES flow) across multiple human-natural systems remains limited. Here, we develop a framework to quantify virtual ES flows by integrating multi-region input–output modeling and ES mapping, and apply it to examine water provisioning and climate regulation services, using China and its major urban agglomeration as a case study. Our results showed that virtual flows of ES were substantially greater than the direct utilization of water and carbon resources, confirming the dependency on virtual flows of ES in highly urbanized regions. Interestingly, the virtual flows were mainly connected to distant rather than adjacent regions, highlighting the importance of considering cross-scale dynamics and managing long-distance flows in policy-making. Our framework holds the potential for broader applications, including the exploration of various types of ES and sustainability-related issues. © 2024 Elsevier B.V., All rights reserved.","Ecosystem Service Flow; Meta-coupling; Tele-coupling; Trade; Urban Sustainability"
"Effects of climate-related environmental changes on non-material benefits from human-nature interactions: A literature review","2024","Ecosystem Services","10.1016/j.ecoser.2024.101650","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200363900&doi=10.1016%2Fj.ecoser.2024.101650&partnerID=40&md5=51a7c8a7a7992cccc363bf5b4bf40909","Despite growing evidence that climate-related environmental changes impact cultural ecosystem services (CES), a profound and nuanced understanding of such changes remains limited. This study aims to identify and characterize how climate-related changes affect human-nature interactions and related non-material benefits. Through a systematic literature review, we synthesize an interdisciplinary body of research by (1) characterizing the types of human-nature interactions affected, (2) recording the assessment approaches used, (3) relating environmental changes to changes in human-nature interactions and (4) categorizing climate-related impacts on non-material benefits. The 192 articles addressed mostly recreation (65%), cultural identity (30%), and aesthetic value (18%), assessing environmental changes influencing the opportunities for human-nature interactions (38%), socio-cultural aspects such as demand, benefits, values, practices, and goods (31%), and both environmental and socio-cultural aspects (31%). Most studies mentioned multiple environmental changes (57%), such as changes in species, populations and communities, weather patterns and climatic conditions, and changes in habitat and environmental quality. These changes had predominantly negative effects on non-material benefits (74% of 302 interactions across the studies), as well as neutral/undefined impacts (5.6%), positive (4.6%), or not significant impacts (4.3%). Mixed impacts were reported in 12% of the interactions, mostly mentioning negative impacts (97%). The impacts include changes in natural capacities, access and security, cultural practices and interactions, as well as spatial and temporal patterns, often resulting in a decline or even complete loss of benefits. To overcome conceptual and methodological limitations as well as to improve the consideration of climate-related impacts on non-material benefits in decision-making, greater efforts are required in adopting interdisciplinary and transdisciplinary approaches to co-produce knowledge that reflects specific perceptions and understandings of change. © 2024 Elsevier B.V., All rights reserved.","Global Warming; Human-nature Interactions; Loss And Damage; Nature's Contributions To People; Non-economic Impact; Non-material"
"Advancing ecosystem services auctions: Insights from an international Delphi panel","2024","Ecosystem Services","10.1016/j.ecoser.2024.101647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200274109&doi=10.1016%2Fj.ecoser.2024.101647&partnerID=40&md5=2586bc6f6da2114d7a58c86e09e3959d","Auction theory has made major contributions to overcoming allocation problems involving asymmetric information and common-pool resources, leading to multiple Nobel Prizes and serving as a foundation for multi-billion-dollar markets. Despite evidence that related mechanisms could enhance the performance of payments for ecosystem services (PES), adoption has been sporadic and inconsistent. One possibility is that the relevant peer reviewed literature has low visibility or consensus design elements are not sufficiently accessible to interested experts. To overcome this barrier, we adopt a straightforward approach: we asked the PES auction subfield to describe itself. In collaboration with an expert panel (n = 32) whose affiliations span more than two dozen universities and research bodies across three continents—including top-ranked economists, ecosystem services theorists, and practitioners with experience designing and implementing PES programs with and without auctions—we synthesize a birds-eye view of ecosystem services auctions for an interdisciplinary audience. Through an iterative, mixed-method Delphi consultation, we identify broad consensus about fundamental elements of theory and practice, including what functions auctions tend to perform well, common challenges, and key factors influencing their performance. By selecting topics that panelists appeared to disagree about for further discussion, we also highlight open questions and potential research frontiers. We conclude with a reflection on using the Delphi method to foster exchange between time-constrained experts. © 2024 Elsevier B.V., All rights reserved.","Conservation Tenders; Delphi Method; Expert Consultation; Market-based Instruments; Payments For Ecosystem Services; Reverse Auctions"
"An integrated analysis framework of supply, demand, flow, and use to better understand realized ecosystem services","2024","Ecosystem Services","10.1016/j.ecoser.2024.101649","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200236513&doi=10.1016%2Fj.ecoser.2024.101649&partnerID=40&md5=0790b0106641b38586f8d7e496c72212","Realized ecosystem services (ES) are the actual use of ES by societies, which is more directly linked to human well-being than potential ES. However, a general analysis framework is lacking to understand how much ES was realized. In this study, we first proposed a Supply-Demand-Flow-Use (SDFU) framework that integrates the supply, demand, flow, and use of ES and differentiates these concepts into different aspects (e.g., potential vs. actual ES demand, export and import flows of supply, etc.). Then, we applied the framework to two examples of ES that can be found in typical urban green parks (i.e., pollination and recreation). We showed how the framework could assess the actual use of ES and identify the supply-limited, demand-limited, and supply–demand-balanced types of realized ES. We also explained the scaling features, discussed the temporal dynamics and spatial characteristics of realized ES, and asked several critical questions for future studies. Although facing challenges, we believe that the applications of the SDFU framework can provide a systematic way to accurately assess the actual use of ES and better inform policy-making for the sustainable use of nature's benefits. Therefore, we hope our study will stimulate more research on realized ES and contribute to a deeper understanding of their roles in enhancing human well-being. © 2024 Elsevier B.V., All rights reserved.","Actual Use; Demand; Flow; Framework; Realized Ecosystem Services; Supply"
"Comparing individual and collective valuation of ecosystem service tradeoffs: A case study from montane forests in southern California, USA","2024","Ecosystem Services","10.1016/j.ecoser.2024.101648","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199925580&doi=10.1016%2Fj.ecoser.2024.101648&partnerID=40&md5=241de4797fd74670d3ab295ab023230b","Accounting for the tradeoffs and importance urban, disadvantaged communities place on ecosystem services has implications for the management of nearby forests. Although stated preference valuation approaches are often used, they are based on an individual's perspective and rarely account for collective or societal values. Thus, alternative methods are needed to capture this dichotomy from urban communities who may not even be aware of these benefits to themselves or society at-large. We explored individual and collective importance of, and tradeoffs for, ecosystem services (ES) and ecosystem disservices (ED) by urban residents living near montane forests in greater Los Angeles, California, USA. Using an online panel survey, individual (I-rationality) versus collective (We-rationality) scenarios, best-worst scaling (BWS) choice experiments, and latent class analyses, we ranked the importance and tradeoffs among ES-ED attributes to nearby residents based on the frequency of visits to montane forests as well as Hispanic ethnicity. Results show statistically significant tradeoffs and differences in importance rankings between individual versus collective valuation scenarios. Under the individual valuation scenario, non-Hispanics highly ranked the high forest density indicator, which has implications for wildfire EDs to montane forests and communities. Gender and income were more influential sociodemographic factors affecting importance for water and recreation-related ES than was education. Our BWS and econometric methods, attributes, and importance rankings can facilitate participatory processes with diverse urban communities and designing more effective policies and management guidelines. This approach can also more inclusively, and equitably, account for the tradeoffs and values that nearby urban communities place on ES/ED from Wildland-Urban Interface forests. © 2024 Elsevier B.V., All rights reserved.","Cultural Ecosystem Services; Hispanics; Peri-urban Forests; Regulating Ecosystem Services; Trade-offs; Wildland-urban Interface"
"Opportunities to integrate Ecosystem Services into Life Cycle Assessment (LCA): a case study of milk production in Brazil","2024","Ecosystem Services","10.1016/j.ecoser.2024.101646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199332441&doi=10.1016%2Fj.ecoser.2024.101646&partnerID=40&md5=950856d1d3e44c096441c6a6165b7f5b","World dairy production is growing rapidly having increased by 339 million tons over the last twenty years. However, it remains unclear how anthropic activities in the milk sector can impact the Ecosystem Services (ES) supply to society. The aim of this study was to propose and determine the Net Environmental Performance (NEP) of different milk production systems. For this purpose, a case study on a confined compost barn farm, located in southeastern Brazil was selected as reference scenario and compared with three other systems. The mapping of ES benefits was carried out using the Common International Classification of Ecosystem Services, while environmental impacts were calculated using Life Cycle Assessment (LCA). The LCA results and ecosystem benefits were combined and converted into monetary units to calculate the NEP per 1 kg of milk. The results indicated that semi-confined systems had the worst environmental performance (90 % more impacts) compared to the compost barn milk system. On the other hand, confined systems generate few ES benefits, but their environmental impacts were lower for most LCA impact categories (up to 87 % minimized impacts) compared to semi-confined systems. Finally, we concluded the confined systems in SP and PR showed the best NEP (1.07 and 1.48) aiming for both environmental impacts and ES benefits to fit the win–win situation. © 2024 Elsevier B.V., All rights reserved.","Ecological Engineering; Life Cycle Management; Milk; Valuing Ecosystem Services"
"Using the Ecosystem Services assessment tool TESSA to balance the multiple landscape demands of increasing woodlands in a UK national park","2024","Ecosystem Services","10.1016/j.ecoser.2024.101644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198317844&doi=10.1016%2Fj.ecoser.2024.101644&partnerID=40&md5=b34ad680c6b74e4c9cfcfd81160a9b9b","Upland regions in the UK are increasingly under consideration as potential areas for the creation of woodlands. This is driven by a combination of factors, including the aims of UK forestry policy to increase woodland cover, changes in current upland land-use and management, agri-environment schemes in national and international policy and an increasing public awareness of the ecosystem service benefits landscapes can deliver for society. Creating new woodlands in upland areas is challenging, partly due to concerns of potential impacts from a change in land use and stakeholder interests. This study considers a 250 km2 Cumbrian (England) upland landscape dominated by sheep grazing and, using an established ecosystem service assessment tool (TESSA), estimates the provision of ecosystem services under plausible alternative woodland creation scenarios. The assessment focuses on key ecosystem goods and services, which are identified by stakeholders to be of high importance to the study area, and the potential changes to those under the scenarios. The results indicate that, under lower woodland percentage scenarios (10 %), minor benefits are expected. However, a more complex outcome would be expected from the higher percentage woodland scenarios (75 %) with the woodland cover of 50 % identified as providing the highest overall benefit to society. © 2024 Elsevier B.V., All rights reserved.","Afforestation; Ecosystem Services; Landscape; Uplands; Woodland Creation"
"Considering the land-cover elasticity of ecosystem service value coefficients improves assessments of large land-use changes","2024","Ecosystem Services","10.1016/j.ecoser.2024.101645","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197784643&doi=10.1016%2Fj.ecoser.2024.101645&partnerID=40&md5=fa71c56dff68db6f342c993e96364f17","Economic development often impacts on ecosystem services. Previous studies have raised public and political awareness of the costs associated with such impacts and the benefits of ecosystem services. In cases where empirical information on the value of ecosystem services is lacking, benefit transfer (BT) approaches that use value estimates from a previously studied site to estimate the economic values of a new target area have been established. One of the most popular BT approaches is unit value transfer, where constant ecosystem service value coefficients are used to assess a given land-use/land-cover (LULC) change. In several case studies assessing LULC changes, such unit value transfers with constant value coefficients are biased when nonmarginal changes are involved. Theoretical considerations suggest that large changes in land allocation should alter the opportunity costs of gaining or losing natural capital because the marginal costs of additional losses increase as some LULC types become scarcer (e.g. natural ecosystems). In contrast, marginal benefits shrink as other LULC types become more abundant (e.g. agricultural replacement systems). Here, we propose an improved method for assessing larger scale (i.e., at national levels and beyond) LULC changes using endogenous value coefficients that account for the size of the land cover allocated to each LULC type and derive an equation for calculating these coefficients. The extent to which the value coefficient changes with variations in the land cover area depends on the land-cover elasticity of the value coefficient. Using a hypothetical numerical example of an area of tropical forest converted into grassland, we show that the bias caused by neglecting this land-cover elasticity can be considerable. We also demonstrate how the elasticity needed to correct the value coefficient can be estimated empirically. Finally, we suggest some modifications for future studies assessing large LULC changes. © 2024 Elsevier B.V., All rights reserved.","Endogenous Ecosystem Service Value Coefficients; Environmental Valuation; Inverse Demand Functions; Land Use Change; Scarcity; Unit Value Benefit Transfer"
"The nexus between pressures and ecosystem services in floodplains: New methods to integrate stakeholders’ knowledge for water quality management in Serbia","2024","Ecosystem Services","10.1016/j.ecoser.2024.101643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196940660&doi=10.1016%2Fj.ecoser.2024.101643&partnerID=40&md5=646aac5340affae5f1a2cca58680ccc9","Floodplains provide a wide range of interdependent ecosystem services (ES) that more or less correlate with water quality. Any change to one component of the ecosystem can have a ripple effect on parts of or on the whole system. We tested a methodology that integrates collaborative learning and creation processes with stakeholders aimed at (1) identifying causal relationships between water quality-related ecosystem services of floodplains themselves and between ES and the pressures they encounter by using fuzzy cognitive mapping, and (2) visualizing “what-if” scenarios of the potential impact of changing pressures on selected ES, as the authors’ contribution to extending the methodology. The approach is tested on the case study of the Koviljsko-petrovaradinski rit floodplain in Serbia. Ten ES and five pressures selected as most important by stakeholders were used to create the sophisticated fuzzy cognitive model and assess the influence of pressures’ increase or decrease on given ES. Using the model, ideal (all pressures minimized) and optimal (stakeholders defined realistic level of reduction of pressures) scenarios were analyzed and mapped for the ‘Habitat provisioning’ service. The impact of maximization of each particular pressure on ES is assessed as well. The results indicate that ‘Wastewater‘ has the greatest negative influence on all ES (particularly on ‘Plant biomass grassland’); it is followed by ‘Land take’ and ‘Drought events’. If wastewater pressure is reduced to the minimum, the results obtained are similar to the optimal scenario. The proposed approach facilitates a comprehensive assessment of the floodplain's potential to provide ES under different pressures and enhances stakeholders’ integrated understanding of the complex floodplain ecosystem and its services. This, in turn, together with the visualization of the different scenarios, enables more effective decision-making and management strategies for floodplains. © 2024 Elsevier B.V., All rights reserved.","Ecosystem Services; Floodplains; Fuzzy-cognitive Modeling And Mapping; Koviljsko-petrovaradinski Rit; Spatial Visualization; Stakeholders’ Perspective"
"The importance of ecosystem services to support the governance of critical ecological assets","2024","Ecosystem Services","10.1016/j.ecoser.2024.101642","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196489575&doi=10.1016%2Fj.ecoser.2024.101642&partnerID=40&md5=9f0069a762b63f99444e1ffb9aaf0e8b","Ecosystem services (ES) are the ecosystem contribution to human well-being: they bridge ecosystems with socio-economic systems, in terms of both impacts and dependencies. So far, most of the research on ES focused on the services delivered “here and now”, i.e. where spatial location of ecosystem providers and human users can be defined and when the delivery of the needed services can be allocated to the current generations. However, especially when considering the medium- and long-term effects of climate change adaptation, there is the need to start projecting the scope of the services beyond national boundaries and to the future generations. Although formally listed and acknowledged, many ES currently miss applications able to support appropriate biophysical assessment and valuation. In this respect, it is time to start considering ES that go beyond the “here” because they serve the global society, and beyond the “now” because they consider long terms impacts. This article identifies possible streams of these “not-here, not-now” ES that requires developing applications, as it is already happening for many other ES. Such ES, in fact, contribute to identify long-term “critical ecological asset”, whose assessment can provide important environmental metrics for economic and financial analyses. © 2024 Elsevier B.V., All rights reserved.","Biomimicry; Critical Ecological Asset; Rainfall Pattern Regulation; Zoonotic Disease Control"
"Systematic conservation planning for people and nature: Biodiversity, ecosystem services, and equitable benefit sharing","2024","Ecosystem Services","10.1016/j.ecoser.2024.101637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196390815&doi=10.1016%2Fj.ecoser.2024.101637&partnerID=40&md5=d4ad6bc51ae7a8f97eb9318d7e90f5be","Including human dimensions in conservation practice is increasingly recognized as being essential for creating sustainable and equitable solutions to the current biodiversity crisis. However, including ecosystem services in conservation planning is challenging because services can be intangible and difficult to map, and incorporating equitable access to the resulting benefits of ecosystem services has hardly been considered. Ecological Infrastructure (EI) is a promising framework for integrating ecosystem services into systematic conservation planning (SCP), yet its application remains to be tested. We aimed to quantify the effects of including EI, with and without equitable access, in a biodiversity-based SCP, where EI is the spatial representation of ecosystem services. We took an experimental, scenario-planning approach, running five scenarios in Marxan software with different combinations of input features: biodiversity (n = 135 features), EI (n = 6) and EI with equitable access (hereafter EI*, n = 84) for the South African coastal zone. The resulting conservation networks were compared using multivariate statistics, considering: the proportion of feature targets met; coverage of core areas (areas with 100 % selection frequency for biodiversity features, EI, and EI*); conservation network size and cost; and spatial configuration. Including biodiversity and equitable access drove the dissimilarity among scenarios, and only when all input features were included, were all core areas well covered and all feature targets met. Therefore, biodiversity features were not an adequate surrogate for EI or EI*, and including ecosystem services (via EI*) in SCP is necessary to ensure equitable access to benefits. However, including EI increased the mean size (7.0 % more planning units) and cost (by 9.1 %) of conservation networks. Despite this, the social and economic benefits of investing in EI (e.g., securing dunes for coastal protection) likely outweigh these costs, especially in the longer term. © 2024 Elsevier B.V., All rights reserved.","Coastal Protection; Ecological Infrastructure; Equitable Access; Marxan; Recreation; Scenario Planning; Spatial Prioritisation"
"Potential impacts of climate change on ecosystem services in Austria","2024","Ecosystem Services","10.1016/j.ecoser.2024.101641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196010061&doi=10.1016%2Fj.ecoser.2024.101641&partnerID=40&md5=80aee418e6caafb0fd442a1a61fc0c7e","Climate change is considered a major driver for environmental changes and impacts on human well-being. Understanding the relationships between climatic changes and ecosystem services (ES) is therefore crucial to develop effective adaption and mitigation measures. However, studies that comprehensively assess climate change impacts on ES, providing also spatially explicit information, are greatly lacking. To address this gap, this study aims at assessing and mapping potential impacts on multiple ES in Central Europe, using the example of Austria. Our analysis steps included (1) mapping provisioning, regulating, and cultural ES (n = 19) using a land use/cover-based approach, (2) deriving potential impacts on indicators (n = 58), used to assess ES, through a literature analysis, (3) mapping potential impacts on ES in qualitative terms, and (4) analysing spatial patterns across Austria. Our results indicate that, in particular, water-related ES and cultural ES will decline, while some provisioning and regulating ES will improve. The spatial analysis revealed that regions located in the south-eastern parts of Austria will be potentially affected the most by climate change impacts, while less ES will decline in western mountain regions. Our findings contribute to the knowledge base for decision-making at different governance levels, supporting the development of policies and management strategies at the national and international level, as well as fostering communication with stakeholders and the elaboration of targeted management plans at the local and regional level. Our proposed mapping approach is easily transferable to other regions, but future research should address current limitations related to uncertainties in climate projections, the clear distinction of climate-induced impacts, and the role of climate-related hazards. © 2024 Elsevier B.V., All rights reserved.","Biogeographical Regions; Global Warming; Mapping; Mountain Regions; Nature's Contributions To People (ncp); Spatial Patterns"
