"Title","Year","Source title","DOI","Link","Abstract","Author Keywords"
"Thorough review articles require careful analyzes of the primary articles, and their authors should avoid haste","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102875","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137108784&doi=10.1016%2Fj.ctim.2022.102875&partnerID=40&md5=baa1fa43939afdbba2aad03a1878ac97","[No abstract available]","Manuscript Handling; Review Studies; Scientific Reliability"
"Pediatric Tui Na for cough in children: A systematic review and meta-analysis of randomized controlled trials","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137077345&doi=10.1016%2Fj.ctim.2022.102882&partnerID=40&md5=8ec75efbfab23fff0b3fc9bbf8230649","Objectives: To evaluate the effectiveness and safety of pediatric Tui Na for the treatment of cough in children under seven years of age. Design: Systematic review and meta-analysis of randomized controlled trials. Methods: We searched seven major databases and two ongoing trial registers before November 2021 for randomized controlled trials (RCTs) on pediatric Tui Na for cough in children. Main outcome measures were cough related status (such as cough frequency, severity, and duration), use of western medicines, quality of life, medical costs, recurrence rate, adverse events and acceptance. Two reviewers independently selected studies and extracted data. Results were presented by RevMan 5.4 as risk ratios (RRs) and mean differences (MDs), both with 95 % confidence intervals (CIs). Risk of bias were assessed using ROB tools and quality of evidence by GRADE. Results: Sixteen RCTs involving 1502 participants were included in this review. Most trials were poor in quality for not reporting allocation concealment, blinding of outcomeassessment or outcome data completeness. The pooled results demonstrated that pediatric Tui Na alone (2 RCTs, 205 participants; MD −2.22, 95 %CI −3.71 to −0.73; P = 0.004; I 2 = 90 %; low certainty) or combined with conventional treatment (7 RCTs, 668 participants; MD −1.66, 95 %CI −2.89 to −0.44; P = 0.008; I 2 = 98 %; low certainty) shortened cough duration. The combined treatment also decreased the recurrence rate of cough (3 RCTs, 135 participants; RR 0.35, 95 %CI 0.21–0.58; P < 0.0001; I 2 = 0 %; moderate certainty). There were insufficient data on adverse events. Conclusions: This review indicates that pediatric Tui Na may shorten the course and decrease the recurrence rate of cough in children, and appears to be relatively safe. However, large-sample, multi-center and high-quality RCTs are warranted to confirm these findings. © 2022 Elsevier B.V., All rights reserved.","Cough; Meta-analysis; Pediatric Tui Na; Randomized Controlled Trial; Systematic Review; Child; Human; Massage; Meta Analysis; Multimodality Cancer Therapy; Quality Of Life; Randomized Controlled Trial (topic); Child; Combined Modality Therapy; Humans; Massage; Outcome Assessment, Health Care; Quality Of Life; Randomized Controlled Trials As Topic"
"Effects of tart cherry juice consumption on cardio-metabolic risk factors: A systematic review and meta-analysis of randomized-controlled trials","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102883","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137035040&doi=10.1016%2Fj.ctim.2022.102883&partnerID=40&md5=e3fc91222e2ce3697e533fed515d5a46","Background: Tart cherries are rich in bioactive compounds, such as anthocyanins and other phytochemicals known to have antioxidant properties and exert cardiovascular protective effects. However, there is no definitive consensus on this context. The present systematic review and meta-analysis aimed to investigate the effect of tart cherry juice consumption on cardio-metabolic risk factors. Methods: A systematic search was conducted on electronic databases, including PubMed, Web of Science, Scopus, and Google Scholar from inception up to December 2021 to identify eligible RCT studies. A random-effect model was utilized to estimate the weighted mean difference (WMD) and 95% confidence (95% CI). Results: Ten RCTs were included in the present meta-analysis. The pooled analysis revealed that tart cherry juice consumption led to a significant reduction in the fasting blood sugar (FBS) levels (WMD = −0.51 mg/dl [95% CI: −0.98, −0.06]). This lowering effect of FBS was robust in subgroups with cross-over studies, participants with age range ≥ 40, duration of follow-up ≤ 4 weeks, and baseline BMI ≥ 30. In contrast, tart cherry juice had no effect on total cholesterol (TC), triglycerides (TG), high density lipoprotein cholesterol (HDL-C), low density lipoprotein cholesterol (LDL-C), insulin, body mass index (BMI), fat mass, systolic and diastolic blood pressure. However, in the subgroup analysis, some significant effects were observed for insulin, TG, TC, LDL-C, and HDL-C. Conclusion: In summary, this meta-analysis showed that tart cherry juice mostly had a favorable effect on FBG levels. However, further RCTs with long-term intervention with different doses of administration are needed. © 2022 Elsevier B.V., All rights reserved.","Blood Pressure; Body Mass Index; Fasting Blood Sugar; Lipid Profile; Meta-analysis; Tart Cherry Juice; Insulin; Anthocyanins; Cholesterol, Hdl; Cholesterol, Ldl; Insulin; Triglycerides; Anthocyanin; High Density Lipoprotein Cholesterol; Insulin; Low Density Lipoprotein Cholesterol; Triacylglycerol; Fruit And Vegetable Juice; Human; Infant; Meta Analysis; Randomized Controlled Trial (topic); Anthocyanins; Cholesterol, Hdl; Cholesterol, Ldl; Fruit And Vegetable Juices; Humans; Infant; Insulin; Randomized Controlled Trials As Topic; Triglycerides"
"Dietary phytochemical index and the risk of non-alcoholic fatty liver disease: A case-control study among Iranian adults","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137032433&doi=10.1016%2Fj.ctim.2022.102881&partnerID=40&md5=30cd54652d25f4b57bab4a890bf71fb7","Backgrounds: Dietary phytochemical index (DPI) is an inexpensive method for estimating the amounts of phytochemicals in foods. No study has investigated the association between DPI and non-alcoholic fatty liver disease (NAFLD). Our study aimed to compare DPI in patients with NAFLD and the control group. Methods: This is a case-control study of 250 subjects with NAFLD and 450 healthy subjects attending the Metabolic Liver Disease Research Center as a referral center affiliated to Isfahan University of Medical Sciences. DPI was calculated based on data collected from a 168-item validated food frequency questionnaire. Sociodemographic data, physical activity, and anthropometric measures such as body weight, height, and waist circumference were determined. Results: In the final adjusted model, the odds ratio (OR) of NAFLD across the DPI tertiles decreased significantly (OR = 0.55, 95 %CI = 0.31–0.95) (P-trend = 0.03). The highest vs. lowest tertiles of vegetable and olives PI were significantly associated with a lower risk of NAFLD (OR and 95 % CI = 0.26 (0.14–0.47); OR and 95 % CI = 0.51 (0.29–0.90), p for trend < 0.001, respectively), however, there was no significant relation between other PI components and NAFLD. Conclusion: This case-control study suggested that a higher PI score is associated with a reduced chance of NAFLD after adjusting for confounding variables. In addition, the highest tertile of vegetable and olives PI was significantly associated with a lower risk of NAFLD. © 2022 Elsevier B.V., All rights reserved.","Dietary Phytochemical Index; Dpi; Nafld; Non-alcoholic Fatty Liver Disease; Phytochemicals; Phytochemical; Adult; Body Mass; Case Control Study; Human; Iran; Nonalcoholic Fatty Liver; Prevalence; Risk Factor; Adult; Body Mass Index; Case-control Studies; Humans; Non-alcoholic Fatty Liver Disease; Phytochemicals; Prevalence; Risk Factors"
"The effects of Tai Chi on glucose and lipid metabolism in patients with diabetes mellitus: A meta-analysis","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102871","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137031200&doi=10.1016%2Fj.ctim.2022.102871&partnerID=40&md5=25f72cf3a9f0d13bd61c6758f9f260f0","Objective: The research aims to evaluate effects of the Tai Chi exercise therapy on glucose and lipid metabolism in patients with type 2 diabetes mellitus (T2DM). Design: Systematic review and meta-analysis of existing literature were undertaken. Methods: Seven electronic resource databases were scanned to collect eligible studies. Two reviewers selected studies, the meta-analysis was performed with RevMan 5.3 after quality evaluation. Results: Nineteen RCT trails involved in 18 reports were included in the meta-analysis, involving 1220 research objects. The results show that the Tai Chi exercise group is better than the control group in decreasing fasting blood glucose (FBG) (MD = − 0.79, 95 %CI (− 1.73, − 0.68), p < 0.0001), glycated hemoglobin (HbA1c) (MD = − 1.10, 95 % CI (− 1.78, − 0.43), p = 0.001), triglyceride (TG) (MD = − 0.23, 95 % CI (− 0.32, − 0.15), p < 0.0001) and in increasing the concentration of high-density lipoprotein cholesterol (HDL-C) (MD = 0.15, 95 % CI (0.11, 0.20), p < 0.0001) of T2DM patients. Conclusions: Tai Chi exercise therapy shows significant superiority in improving the FBG, HbA1c, TG, and HDL-C in T2DM patients. It can be used as one of the exercise prescriptions for prevention and treatment of T2DM patients. © 2022 Elsevier B.V., All rights reserved.","Exercise Therapy; Glucose And Lipid Metabolism; Meta-analysis; Tai Chi; Type 2 Diabetes Mellitus; Glucose; Glycosylated Hemoglobin; Blood Glucose; Cholesterol, Hdl; Glucose; Glycated Hemoglobin; Triglycerides; Glucose; Glycosylated Hemoglobin; High Density Lipoprotein Cholesterol; Triacylglycerol; Glucose Blood Level; Human; Lipid Metabolism; Meta Analysis; Non Insulin Dependent Diabetes Mellitus; Tai Chi; Blood Glucose; Cholesterol, Hdl; Diabetes Mellitus, Type 2; Glucose; Glycated Hemoglobin; Humans; Lipid Metabolism; Tai Ji; Triglycerides"
"Special issue: Pediatric pain and sickle cell disease","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102880","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136635515&doi=10.1016%2Fj.ctim.2022.102880&partnerID=40&md5=9b499300c995bbe94d3e48928cd0e04d","[No abstract available]","Editorial; Human; Pain; Pediatrics; Sickle Cell Anemia; Child; Complication; Anemia, Sickle Cell; Child; Humans; Pain"
"The effectiveness and safety of acupuncture treatment on sciatica: A systematic review and meta-analysis","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136598615&doi=10.1016%2Fj.ctim.2022.102872&partnerID=40&md5=d7019fb9a8ca18d15c8c6096ea8faf2d","Background: Sciatica results from primary or secondary damage to the sciatic nerve in the lumbar or gluteal region. The first option for sciatica is analgesics, but their therapeutic effect and safety in long-term use are questionable. On the other hand, acupuncture has recently been recognized as a complementary and alternative medicine (CAM) to conventional medicine, and studies on its effectiveness and safety have been actively conducted. Objective: To systematically compare acupuncture with analgesics in terms of effect, safety, and durability in the treatment of sciatica Methods: This review was performed in accordance with Cochrane Handbook for Systematic Reviews of Interventions Version 6.2. Four databases were searched for this review: Wangfang, the Korean Traditional Knowledge Portal (KTKP), PubMed, and EBSCOhost. The primary outcome measures in the review were total effective rate (TER), visual analog scale (VAS) score and pain threshold, and the secondary ones were adverse effects (AEs) and relapse rates. Risk ratio (RR) for TER and mean difference (MD) for VAS score and pain threshold were used as statistics for the meta-analysis of effectiveness, along with associated 95 % confidence intervals (CIs) and P-values. AEs and relapse rates were used for the safety and durability of the interventions. Version 2 of the Cochrane risk-of-bias assessment tool for randomized trials (RoB 2) was used for the methodological quality of randomized controlled trials (RCTs) included in the review. Results: The synthesized TER of 28 RCTs involving 2707 participants was significantly higher in the acupuncture group compared to the analgesic group (RR [95 % CI] = 1.20 [1.16, 1.24], P < 0.001). The synthesized VAS score of 7 RCTs involving 589 participants was significantly reduced in the acupuncture group compared to the analgesic group (MD [95 % CI] = − 1.78 [− 2.44, − 1.12], P < 0.001). In 5 RCTs involving 311 participants, the synthesized pain threshold was significantly elevated in the acupuncture group compared to the analgesic group (MD [95 % CI] = 0.93 [0.64, 1.22], P < 0.001). Additionally, adverse effects (AEs) and relapse rates of RCTs in the review were lower in the acupuncture group compared to the analgesic group. Conclusion: In this systematic review, acupuncture treatment was significantly effective and safe compared to analgesics in sciatica. In the future, studies with a rigorous study design are required to increase the validity of the effectiveness and safety of acupuncture treatment for sciatica. © 2022 Elsevier B.V., All rights reserved.","A Systematic Review And Meta-analysis; Acupuncture Treatment; Analgesic; Randomized Controlled Trial; Sciatica; Analgesics; Analgesic Agent; Acupuncture; Analgesia; Article; Clinical Effectiveness; Confidence Interval; Diarrhea; Faintness; Fever; Gastroesophageal Reflux; Hazard Ratio; Heart Beat; Human; Hypertransaminasemia; Meta Analysis; Nausea; Pain Threshold; Patient Safety; Pruritus; Randomized Controlled Trial (topic); Recurrence Risk; Sciatica; Sensitivity Analysis; Statistical Significance; Subcutaneous Hemorrhage; Systematic Review; Therapy Effect; Treatment Outcome; Upper Abdominal Pain; Vertigo; Visual Analog Scale; Vomiting; Adverse Event; Alternative Medicine; Drug Therapy; Procedures; Tumor Recurrence; Acupuncture Therapy; Analgesics; Complementary Therapies; Humans; Neoplasm Recurrence, Local; Sciatica"
"Effects of health qigong on sleep quality: A systematic review and meta-analysis of randomized controlled trials","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102876","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136578351&doi=10.1016%2Fj.ctim.2022.102876&partnerID=40&md5=62fb883561be0d5dd2ca5a77b86a4222","Objective: This study assessed the effects of Health Qigong on sleep quality in adults. Design: Systematic review and meta-analysis. Method: We searched 10 databases to identify relevant randomized controlled trials (RCTs) published in English or Chinese languages that evaluated the effects of Health Qigong on sleep quality in participants aged ≥18 years old with or without diseases in comparison with any type of controls. Quality of the included studies was assessed by the revised Cochrane risk-of-bias tool for randomized trials. The between-group treatment effect size was estimated by calculating Hedges’ g and associated confidence interval (CI) through a random effects model. Cochran's Q test and I2 were used to determine heterogeneity. Results: The initial search yielded 730 articles, of which 13 studies involving 1147 participants were included in the systematic review and meta-analysis. The overall effect size was −0.955 (95 % CI: −1.601 to −0.309, p = 0.004). A homogeneity test revealed high heterogeneity (Q = 278.187, p < 0.001, I2 = 95.686 %). A sensitivity analysis was conducted through the exclusion of an outlier, which revealed a small but statistically significant effect size (Hedges’ g = −0.423, 95 % CI: −0.603 to −0.243, p < 0.001; Q = 18.073, p = 0.08, I2 = 39.137 %). Conclusions: Our study results suggest that Health Qigong is beneficial for improving sleep quality in adults with and without disease. However, the effects of Health Qigong could be partially due to nonspecific effects as half of the included studies did not employ an active control. © 2022 Elsevier B.V., All rights reserved.","Health Qigong; Meta-analysis; Sleep Quality; Systematic Review; Article; Human; Qigong; Randomized Controlled Trial (topic); Risk Factor; Sleep Latency; Sleep Quality; Systematic Review; Adolescent; Adult; Meta Analysis; Procedures; Adolescent; Adult; Humans; Qigong; Randomized Controlled Trials As Topic; Sleep Quality"
"Current status of neuroimaging research on the effects of acupuncture: a bibliometric and visual analyses","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102877","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136529605&doi=10.1016%2Fj.ctim.2022.102877&partnerID=40&md5=e39ba894872174b801d685029684a2be","Objective: To conduct an inductive analysis of neuroimaging studies following the global popularity surrounding the effects of acupuncture. Methods: The relevant works of literature on acupuncture effects-related neuroimaging studies were retrieved from the web of science core collection database from the date of its establishment to 2022. Bibexcel software was used to extract information, such as article numbers, countries, journals, agencies, funding sources and keywords. The VOSviewer software's co-occurrence and clustering module was used for the co-occurrence and cluster analysis of collaborative networks and high frequency keywords, such as authors, institutions and countries. Results: Neuroimaging research on the effects of acupuncture began in the 1960 s and has since received the extensive attention of scholars. China, The United States and South Korea conduct more neuroimaging research on the effects of acupuncture than other countries. Academic journals such as Evidence-Based Complementary and Alternative Medicine, Journal of Alternative and Complementary Medicine, Neural Regeneration Research and Acupuncture in Medicine have published the highest number of acupuncture-related neuroimaging articles. Moreover, cluster analysis differentiates high-frequency keywords into six clusters. Furthermore, the use of the keyword ‘density atlas’ reveals that neuroimaging research on the effects of acupuncture surrounding pain and neurofunctional rehabilitation is currently the research focus. Conclusions: This bibliometric study identifies six important research hot spots: Static brain functional connectivity analysis of acupuncture analgesic effects, key theories on the scientific problems of acupuncture, acupuncture analgesic effect of the placebo effect, the neuroimaging of acupoint ST-36, the value of acupuncture in regulating the autonomic nerves and acupuncture therapy as complementary medicine. © 2023 Elsevier B.V., All rights reserved.","Acupuncture; Bibliometrics; Neuroimaging; Visual Analysis; Acupuncture; Analgesic Activity; Autonomic Nerve; Bibliometrics; Electroacupuncture; Electroencephalography; Functional Magnetic Resonance Imaging; Human; Nerve Function; Neurofunctional Rehabilitation; Neuroimaging; Nuclear Magnetic Resonance Imaging; Positron Emission Tomography; Review; Acupuncture Point; Medicine; Acupuncture Points; Acupuncture Therapy; Bibliometrics; Humans; Medicine; Neuroimaging"
"Research methodology in acupuncture and moxibustion for managing primary dysmenorrhea: A scoping review","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136525836&doi=10.1016%2Fj.ctim.2022.102874&partnerID=40&md5=17ac528fd00c8498c0cd1e1613d922c2","Background: Acupuncture and moxibustion have promising effects in managing primary dysmenorrhea. However, some evidence from clinical trials remains controversial due to methodological flaws in study designs that involve acupuncture and its related modalities and require urgent attention and dialogue. Methods: Allied and Complementary Medicine Database (AMED), Cochrane Library, Excerpta Medica database (EMBASE), PubMed, Web of Sciences, Chinese Biological Medicine (CBM), China National Knowledge Infrastructure (CNKI), VIP Database for Chinese Technical Periodicals (VIP), and Wanfang database were searched from their inception to July 2021. Data were extracted based on the types of study design, primary outcome measures, adverse events (AEs), and participants' subjective views. Results: Most studies (n = 282, 93 %) were published in Chinese and 21 (7 %) in English. Among these, there were 209 (69 %) randomized controlled trials (RCTs), 39 (13 %) non-randomized controlled trials (nRCTs), 30 (10 %) case-series reports, 15 (5 %) cohort studies, and 10 (3 %) case reports. The most frequent reported outcome was pain, followed by emotion, sleeping quality, quality of life, skin temperature, changes in brain function, uterine and ovarian blood flow, and reproductive endocrine level. AEs were reported in 37 studies with mild events, and all recovered without actions taken; 31 trials reported no AEs; 235 failed to report any AEs. One RCT found that the satisfaction rate of the intervention group was statistically significantly higher than the control group. Conclusion: Clinical studies on acupuncture and its related modalities face methodological challenges and require urgent attention. RCT with blinding and sham control might be the gold standard trial design. However, it may not be the most suitable research method for these modalities. We recommend using pragmatic RCTs in this field, where trial protocol registration on the trial registry platforms and detailed safety reporting should be mandatory. © 2023 Elsevier B.V., All rights reserved.","Acupuncture; Clinical Studies; Methodology; Moxibustion; Primary Dysmenorrhea; Scoping Review; Acupuncture; Adverse Event; Alternative Medicine; Bleeding; Blister; Blood Flow; Brain Function; Contusion; Data Base; Disease Assessment; Dysmenorrhea; Emotion; Endocrine System; Hematoma; Human; Moxibustion; Outcome Assessment; Pain; Preferred Reporting Items For Systematic Reviews And Meta-analyses; Quality Of Life; Questionnaire; Review; Skin Irritation; Skin Temperature; Sleep Quality; Verbal Rating Scale; Visual Analog Scale; Warm Acupuncture; Zung Self Rating Anxiety Scale; China; Female; Methodology; Procedures; Acupuncture Therapy; Dysmenorrhea; Female; Humans; Moxibustion; Quality Of Life; Research Design"
"Perspectives of Complementary and Alternative Medicine use by cancer patients in a regional hospital in North Queensland, Australia","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102879","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136483754&doi=10.1016%2Fj.ctim.2022.102879&partnerID=40&md5=8e94a4e92a667ef714f3a7cf1f5872ac","Objectives: This study aimed to investigate CAMs used, and reasons for and disclosure of this use by cancer patients in a regional hospital in North Queensland, Australia. Methods: Patients attending the Day Oncology Unit of the Townsville University Hospital were invited to participate in a self-completed questionnaire or telephone interview regarding perspectives of their CAM use. Data were analysed using descriptive statistics and chi-squared and independent t-tests were performed to allow comparison between the responses by CAM users and non-users. Results: 102 completed questionnaires were used in the analysis, where 40.2 % of respondents were found to be using some form of CAM. Cannabis, magnesium, and massage were the most prominent therapies used, with cannabis use in cancer, not commonly reported in prior literature. The main reasons given for using CAM were to treat symptoms of cancer, side-effects of treatment or to improve general health. Two-thirds of these respondents disclosed their CAM use to health professionals mostly to obtain a professional opinion or due to concerns of interactions with cancer treatment. CAM users were statistically more likely to have used CAM prior to their cancer diagnosis and have lower emotional wellbeing than non-users. Non-CAM users indicated that a lack of knowledge of CAM or concerns regarding interactions with cancer treatment were the most popular reasons for not adopting these therapies. Conclusion: While lower than the averages of previously published CAM use, our study highlights that there is still a significant group of cancer patients in the North Queensland region using CAMs. © 2022 Elsevier B.V., All rights reserved.","Cancer; Cannabis; Complementary And Alternative Medicine; Disclosure; Prevalence; Quality Of Life; Ascorbic Acid; Calcium; Magnesium; Turmeric; Zinc; Ascorbic Acid; Calcium; Magnesium; Turmeric; Vitamin D; Zinc; Acute Myeloid Leukemia; Adult; Alternative Medicine; Anus Cancer; Article; Attitude To Health; Australia; Breast Cancer; Cancer Chemotherapy; Cancer Patient; Cancer Radiotherapy; Cancer Surgery; Cancer Therapy; Emotional Well-being; Female; Health Practitioner; Hormonal Therapy; Hospital; Human; Intestine Cancer; Lung Cancer; Lymphoma; Major Clinical Study; Male; Meditation; Metastatic Melanoma; Mindfulness; Myeloma; Oropharynx Cancer; Prostate Cancer; Quality Of Life; Rectum Cancer; Vitamin Supplementation; Yoga; Neoplasm; Questionnaire; Complementary Therapies; Hospitals; Humans; Neoplasms; Surveys And Questionnaires"
"Functional gastrointestinal disorders in children: Effectivity, safety, and tolerability of the herbal preparation STW-5 (Iberogast®) in general practice","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136471006&doi=10.1016%2Fj.ctim.2022.102873&partnerID=40&md5=fbde93094d39a8c850eabbb76759e173","Background: Functional gastrointestinal disorders (FGIDs) of the upper and lower digestive system in children and adolescents present with heterogeneous gastrointestinal symptoms and are a common reason for specialist consultations. The herbal medicinal preparation STW-5 has already shown efficacy and safety in clinical studies with more than 7000 adult participants suffering from functional dyspepsia (FD) or irritable bowel syndrome (IBS). Here, we evaluate with a prospective observational study the effectivity and safety of STW-5 in children with FGID under real-life conditions and interpret these data versus the background of controlled clinical studies in a predominantly adult population. Methods: This prospective observational study included 980 children (age 3–14 years) with FGID. For inclusion, Rome III criteria were recommended to apply. The inclusion of the patients for treatment with STW-5 followed routine clinical practice. Patients were treated for approximately 1 week. The presence and severity of symptoms was documented at the study start and at the end of treatment period utilizing the adapted gastrointestinal symptom score (GIS). Other target parameters included global effectivity and tolerability assessments as well as adverse events. Results: The average patient age was 7.6 ± 2.9 years. Most of the patients were treated for IBS (n = 418; 43 %) or FD (n = 259; 26 %), with a mean baseline GIS of 16.1 ± 8.9. During the treatment period, the GIS decreased 76 % to 3.8 ± 4.2. The decrease in symptoms was similar for different age groups, gender, and indications. Patients with a shorter duration of complaints had a lower GIS at study end (p < 0.0001. The global treatment effect was assessed as good or very good by 87–89 % of patients/parents and physicians. Physicians rated the global tolerability as good or very good for 95 % of the patients. Seven patients (0.7 %) reported adverse events. Conclusions: The treatment effect of STW-5 in this study was in its range comparable to according data from controlled clinical trials with predominantly adult participants.Thus, supporting robustness of these data generated in an uncontrolled observational setting. The results of this observational study indicate that STW-5 may be an effective and well tolerated treatment option also for children with FGIDs. © 2023 Elsevier B.V., All rights reserved.","Children; Functional Gastrointestinal Disorder; Gastrointestinal Symptom Score; Iberogast; Non-interventional Study; Stw-5; Iberogast; Herbaceous Agent; Iberogast; Stw-5; Unclassified Drug; Abdominal Pain; Adolescent; Article; Child; Clinical Practice; Colonoscopy; Constipation; Coronary Angiography; Drug Efficacy; Drug Safety; Drug Tolerability; Echography; Female; Follow Up; Gastrointestinal Disease; Gastrointestinal Motility; Gastrointestinal Symptom Score; General Practice; Human; Lower Gastrointestinal Tract; Major Clinical Study; Male; Medical Dictionary For Regulatory Activities; Pain Intensity; Questionnaire; Adult; Dyspepsia; Irritable Colon; Preschool Child; Time Factor; Adolescent; Adult; Child; Child, Preschool; Dyspepsia; Gastrointestinal Diseases; General Practice; Humans; Irritable Bowel Syndrome; Time Factors"
"Food as medicine: Health professionals promoting victory gardens in light of climate crisis","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136258098&doi=10.1016%2Fj.ctim.2022.102869&partnerID=40&md5=c3c5d9955a045ce2a8419c5efc2f0a20","[No abstract available]","Carbon Dioxide; Methane; Carbon Dioxide; Ground Water; Methane; Rain; Agriculture; Climate Change; Composting; Crop Production; Drought; Editorial; Flooding; Food; Food Security; Food Shortage; Fruit; Gardening; Greenhouse Gas; Health Practitioner; Human; Integrative Medicine; Land Use; Landfill; Malnutrition; Nutritional Counseling; Photosynthesis; Population Migration; Sea Pollution; Seashore; Storm (weather); United States; Vegetable; Water Contamination; Wildfire; Health Care Personnel; Gardening; Gardens; Health Personnel; Humans"
"Components of a successful community-based exercise program for individuals with Parkinson's disease: Results from a participant survey","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136072106&doi=10.1016%2Fj.ctim.2022.102867&partnerID=40&md5=7ebd122deecd5eef895c8a0862053dd1","Objectives: The aim of the project was to examine the personal beliefs, motivators, and barriers in people with Parkinson's disease (PwPD) relating to their participation in a year-round community-based cycling program, Pedaling for Parkinson's (PFP). Design: Cross-sectional survey from a 12-month pragmatic study. Setting: Five community-based PFP sites. Main outcome measures: A survey was designed to capture the attitudes and beliefs of those participating in a PFP program. Survey responses were rated on a 5-point Likert scale (1–5; higher number representing a more positive response) assessing the subdomains of Personal Beliefs and Knowledge, Health and Disability, Program, and Fitness Environment following a 12-month exercise observational period. Results: A total of 40 PwPD completed the survey. Mean subdomain scores were as follows: 4.37 (0.41) for Personal Beliefs and Knowledge, 4.25 (0.65) for Health and Disability, 4.11 (0.53) for Program, and 4.35 (0.44) for Fitness Environment. There were no significant correlations between survey subdomains and demographic variables (age, years of education, years since diagnosis, years attending the PFP program, and disease severity) or subdomains and exercise behavior (cadence, attendance, and heart rate). Conclusions: Regardless of demographic variables and disease severity, PwPD who attended a PFP program enjoyed the class, felt that their PD symptoms benefited from exercise, and were motivated to exercise by their PD diagnosis. Factors such as location of the gym, cost, and transportation were important. With the growing body of PD literature supporting the role of exercise in potentially altering the disease trajectory, it is critical that communities adopt and implement exercise programs that meet the needs of PwPD and facilitate compliance. © 2022 Elsevier B.V., All rights reserved.","Aerobic Exercise; Community-based Exercise; Cycling; Parkinson's Disease; Survey; Age; Aged; Article; Attitude; Community Program; Controlled Study; Cross-sectional Study; Cycling; Demography; Disability; Disease Severity; Educational Status; Exercise; Female; Fitness; Health; Health Program; Heart Rate; Human; Knowledge; Likert Scale; Major Clinical Study; Male; Observational Study; Parkinson Disease; Patient Attendance; Pedaling For Parkinson Program; Personal Belief; Social Belief; Social Participation; Kinesiotherapy; Questionnaire; Cross-sectional Studies; Exercise; Exercise Therapy; Humans; Parkinson Disease; Surveys And Questionnaires"
"Comparison of mindfulness interventions for healthcare professionals: A mixed-methods study","2022","Complementary Therapies in Medicine","10.1016/j.ctim.2022.102864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135965147&doi=10.1016%2Fj.ctim.2022.102864&partnerID=40&md5=201a03de7731c6fc708bc933b313e744","Objectives: Burnout is increasingly a concerning problem in US Healthcare systems. Although the causes of burnout are not predominantly due to individual factors, mindfulness instruction is an evidence-based approach to counteracting burnout. Our health system initiated a multi-pronged approach to mindfulness instruction for our employees and community. We aimed to assess the impact of these varied programs. Methods: Several mindfulness courses of different lengths were employed. Validated survey instruments were administered to participants before and after the courses to assess stress, mindfulness and burnout. Pre-course and post-course results were compared for each intervention. Free-text responses were also captured and analyzed in a qualitative fashion. Results: Participants in MBIs demonstrated statistically significant improvement in burnout and perceived stress on post-course survey results. Several mindfulness domains also showed statistically significant improvement (awareness, non-react and observe). There was no difference in the observed results between the mindfulness interventions. Qualitative analysis yielded three themes: seeking help, symptoms, and changes in mindfulness practice. Conclusions: MBIs designed for employees of an academic medical center were associated with positive quantitative and qualitative results. All MBI participants achieved improvement in perceived stress and mindfulness as well as reduction in burnout, regardless of course length. © 2022 Elsevier B.V., All rights reserved.","Burnout; Healthcare Workers; Mindfulness; Stress; Adult; Article; Awareness; Burnout; Controlled Study; Employee; Health Care Personnel; Human; Maslach Burnout Inventory; Mindfulness; Qualitative Analysis; University Hospital; Health Care Delivery; Burnout, Professional; Burnout, Psychological; Delivery Of Health Care; Health Personnel; Humans; Mindfulness"
