"Title","Year","Source title","DOI","Link","Abstract","Author Keywords"
"Optimizing the computation of overriding in DLN","2022","Artificial Intelligence","10.1016/j.artint.2022.103764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134817245&doi=10.1016%2Fj.artint.2022.103764&partnerID=40&md5=4d729b66cee0bc503203d1da5230410f","One of the factors that is hindering the adoption of nonmonotonic description logics in applications is performance. Even when monotonic and nonmonotonic inferences have the same asymptotic complexity, the implementation of nonmonotonic reasoning may be significantly slower. This happens also with the family of nonmonotonic logics DLN. In this work we address this issue by introducing two optimizations for reasoning in DLN. The first optimization, called optimistic evaluation, aims at exploiting incremental reasoning in a better way. The second is a module extractor for DLN, that has the purpose of focusing reasoning on a relevant subset of the knowledge base. The proposed optimization iterates the module extractor that, unlike classical module extractors, is not idempotent, in general. We prove that the proposed optimizations are correct and complete, and assess them through extensive experiments. Our results prove that optimized DLN reasoning is often compatible with interactive query answering, which brings nonmonotonic description logics closer to practical applications. © 2022 Elsevier B.V., All rights reserved.","Description Logics; Module Extraction; Nonmonotonic Reasoning; Formal Languages; Knowledge Based Systems; Asymptotic Complexity; Description Logic; Is Performance; Module Extraction; Monotonic Inference; Non-monotonic Inference; Non-monotonic Reasoning; Nonmonotonic; Nonmonotonic Logic; Optimisations; Data Description"
"Approximate weighted model integration on DNF structures","2022","Artificial Intelligence","10.1016/j.artint.2022.103753","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134346047&doi=10.1016%2Fj.artint.2022.103753&partnerID=40&md5=c506a0e8f452e1b978098c3c2a11befb","Weighted model counting consists of computing the weighted sum of all satisfying assignments of a propositional formula. Weighted model counting is well-known to be #P-hard for exact solving, but admits a fully polynomial randomized approximation scheme when restricted to DNF structures. In this work, we study weighted model integration, a generalization of weighted model counting which involves real variables in addition to propositional variables, and pose the following question: Does weighted model integration on DNF structures admit a fully polynomial randomized approximation scheme? Building on classical results from approximate weighted model counting and approximate volume computation, we show that weighted model integration on DNF structures can indeed be approximated for a class of weight functions. Our approximation algorithm is based on three subroutines, each of which can be a weak (i.e., approximate), or a strong (i.e., exact) oracle, and in all cases, comes along with accuracy guarantees. We experimentally verify our approach over randomly generated DNF instances of varying sizes, and show that our algorithm scales to large problem instances, involving up to 1K variables, which are currently out of reach for existing, general-purpose weighted model integration solvers. © 2022 Elsevier B.V., All rights reserved.","Approximations; Probabilistic Inference; Weighted Model Counting; Weighted Model Integration; Integration; Polynomial Approximation; Real Variables; Approximation; Fully Polynomial Randomized Approximation Schemes; Model Counting; Models Integration; Probabilistic Inference; Weighted Model Counting; Weighted Model Integration; Weighted Models; Weighted Sum; Approximation Algorithms"
"Choice logics and their computational properties","2022","Artificial Intelligence","10.1016/j.artint.2022.103755","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134187165&doi=10.1016%2Fj.artint.2022.103755&partnerID=40&md5=500eca0c69687fb45dee662adbf7ade9","Qualitative Choice Logic (QCL) and Conjunctive Choice Logic (CCL) are formalisms for preference handling, with especially QCL being well established in the field of AI. So far, analyses of these logics need to be done on a case-by-case basis, albeit they share several common features. This calls for a more general choice logic framework, with QCL and CCL as well as some of their derivatives being particular instantiations. We provide such a framework, which allows us, on the one hand, to easily define new choice logics and, on the other hand, to examine properties of different choice logics in a uniform setting. In particular, we investigate strong equivalence, a core concept in non-classical logics for understanding formula simplification, and computational complexity. Our analysis also yields new results for QCL and CCL. For example, we show that the main reasoning task regarding preferred models of choice logic formulas is Θ<inf>2</inf>P-complete for QCL and CCL, while being Δ<inf>2</inf>P-complete for a newly introduced choice logic. The complexity of preferred model entailment for choice logic theories ranges from coNP to Π<inf>2</inf>P. © 2022 Elsevier B.V., All rights reserved.","Choice Logics; Complexity; Preferences; Strong Equivalence; Computer Circuits; Case Base; Choice Logic; Common Features; Complexity; Computational Properties; Non-classical Logic; P-complete; Preference; Property; Strong Equivalence; Artificial Intelligence"
"Risk-averse autonomous systems: A brief history and recent developments from the perspective of optimal control","2022","Artificial Intelligence","10.1016/j.artint.2022.103743","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134154584&doi=10.1016%2Fj.artint.2022.103743&partnerID=40&md5=34a987bdd9d6e91028eaa905d666f956","We present an historical overview about the connections between the analysis of risk and the control of autonomous systems. We offer two main contributions. Our first contribution is to propose three overlapping paradigms to classify the vast body of literature: the worst-case, risk-neutral, and risk-averse paradigms. We consider an appropriate assessment for the risk of an autonomous system to depend on the application at hand. In contrast, it is typical to assess risk using an expectation, variance, or probability alone. Our second contribution is to unify the concepts of risk and autonomous systems. We achieve this by connecting approaches for quantifying and optimizing the risk that arises from a system's behavior across academic fields. The survey is highly multidisciplinary. We include research from the communities of reinforcement learning, stochastic and robust control theory, operations research, and formal verification. We describe both model-based and model-free methods, with emphasis on the former. Lastly, we highlight fruitful areas for further research. A key direction is to blend risk-averse model-based and model-free methods to enhance the real-time adaptive capabilities of systems to improve human and environmental welfare. © 2022 Elsevier B.V., All rights reserved.","Autonomous Systems; Intelligent Systems; Optimal Control; Reinforcement Learning; Risk And Safety Analysis; Intelligent Systems; Learning Systems; Operations Research; Real Time Systems; Risk Analysis; Risk Assessment; Robust Control; Stochastic Systems; Autonomous System; Expectation-variance; Model-based Opc; Model-free Method; Optimal Controls; Reinforcement Learnings; Risk And Safety Analyse; Risk Averse; Risk Neutrals; Safety Analysis; Reinforcement Learning"
"Priority inheritance with backtracking for iterative multi-agent path finding","2022","Artificial Intelligence","10.1016/j.artint.2022.103752","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133485891&doi=10.1016%2Fj.artint.2022.103752&partnerID=40&md5=6414d47d4fea7338c98cfb41bd258be3","In the Multi-Agent Path Finding (MAPF) problem, a set of agents moving on a graph must reach their own respective destinations without inter-agent collisions. In practical MAPF applications such as navigation in automated warehouses, where occasionally there are hundreds or more agents, MAPF must be solved iteratively online on a lifelong basis. Such scenarios rule out simple adaptations of offline compute-intensive optimal approaches; and scalable sub-optimal algorithms are hence appealing for such settings. Ideal algorithms are scalable, applicable to iterative scenarios, and output plausible solutions in predictable computation time. For the aforementioned purpose, this study presents Priority Inheritance with Backtracking (PIBT), a novel sub-optimal algorithm to solve MAPF iteratively. PIBT relies on an adaptive prioritization scheme to focus on the adjacent movements of multiple agents; hence it can be applied to several domains. We prove that, regardless of their number, all agents are guaranteed to reach their destination within finite time when the environment is a graph such that all pairs of adjacent nodes belong to a simple cycle (e.g., biconnected). Experimental results covering various scenarios, including a demonstration with real robots, reveal the benefits of the proposed method. Even with hundreds of agents, PIBT yields acceptable solutions almost immediately and can solve large instances that other established MAPF methods cannot. In addition, PIBT outperforms an existing approach on an iterative scenario of conveying packages in an automated warehouse in both runtime and solution quality. © 2022 Elsevier B.V., All rights reserved.","Multi-agent Pathfinding; Multi-robot Coordination; Online And Lifelong Planning; Graph Theory; Multi Agent Systems; Robot Programming; Warehouses; Automated Warehouse; Multi Agent; Multi-agent Pathfinding; Multi-robot Coordination; Offline; Online And Lifelong Planning; Path Finding; Path Finding Problems; Simple++; Sub-optimal Algorithms; Iterative Methods"
"VoCSK: Verb-oriented commonsense knowledge mining with taxonomy-guided induction","2022","Artificial Intelligence","10.1016/j.artint.2022.103744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132320839&doi=10.1016%2Fj.artint.2022.103744&partnerID=40&md5=f39cef2b94da884b1768b9e0d647335c","Commonsense knowledge acquisition is one of the fundamental issues in realizing human-level AI. However, commonsense knowledge is difficult to obtain because it is a human consensus and rarely explicitly appears in texts or other data. In this paper, we focus on the automatic acquisition of a typical kind of implicit verb-oriented commonsense knowledge (e.g., “person eats food”), which is the concept-level knowledge of verb phrases. For this purpose, we propose a taxonomy-guided induction method to mine verb-oriented commonsense knowledge from verb phrases with the help of a probabilistic taxonomy. First, we design an entropy-based triplet filter to cope with noisy verb phrases. Then, we propose a joint model based on the minimum description length principle and a neural language model to generate verb-oriented commonsense knowledge. Besides, we introduce two strategies to accelerate the computation, including the simulated annealing-based approximate solution and the verb phrase clustering method. Finally, we conduct extensive experiments to prove that our solution is more effective than competitors in mining verb-oriented commonsense knowledge. We construct a commonsense knowledge base called VoCSK, containing 259 verbs and 18,406 verb-oriented commonsense knowledge. To verify the usefulness of VoCSK, we utilize the knowledge in this KB to improve the model performance on two downstream applications. © 2022 Elsevier B.V., All rights reserved.","Commonsense Knowledge; Probabilistic Taxonomy; Verb Phrases; Data Mining; Knowledge Based Systems; Simulated Annealing; Automatic Acquisition; Commonsense Knowledge; Concept Levels; Entropy-based; Human Levels; Induction Method; Knowledge Mining; Probabilistic Taxonomy; Probabilistics; Verb Phrase; Taxonomies"
"CONJURE: Automatic Generation of Constraint Models from Problem Specifications","2022","Artificial Intelligence","10.1016/j.artint.2022.103751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131968387&doi=10.1016%2Fj.artint.2022.103751&partnerID=40&md5=17ce90f4fb9adf177f196c2eaef1e59e","When solving a combinatorial problem, the formulation or model of the problem is critical to the efficiency of the solver. Automating the modelling process has long been of interest because of the expertise and time required to produce an effective model of a given problem. We describe a method to automatically produce constraint models from a problem specification written in the abstract constraint specification language ESSENCE. Our approach is to incrementally refine the specification into a concrete model by applying a chosen refinement rule at each step. Any non-trivial specification may be refined in multiple ways, creating a space of models to choose from. The handling of symmetries is a particularly important aspect of automated modelling. Many combinatorial optimisation problems contain symmetry, which can lead to redundant search. If a partial assignment is shown to be invalid, we are wasting time if we ever consider a symmetric equivalent of it. A particularly important class of symmetries are those introduced by the constraint modelling process: modelling symmetries. We show how modelling symmetries may be broken automatically as they enter a model during refinement, obviating the need for an expensive symmetry detection step following model formulation. Our approach is implemented in a system called CONJURE. We compare the models produced by CONJURE to constraint models from the literature that are known to be effective. Our empirical results confirm that CONJURE can reproduce successfully the kernels of the constraint models of 42 benchmark problems found in the literature. © 2022 Elsevier B.V., All rights reserved.","Combinatorial Optimization; Constraint Modelling; Constraint Programming; Constraint Satisfaction Problem; Constraint Satisfaction Problems; Constraint Theory; Specification Languages; Specifications; Automatic Generation; Combinatorial Problem; Concrete Modeling; Constraint Specification Languages; Constraint-satisfaction Problems; Constraints Models; Model Symmetries; Modeling Process; Non-trivial; Problem Specification; Combinatorial Optimization"
"Shedding new light on the foundations of abstract argumentation: Modularization and weak admissibility","2022","Artificial Intelligence","10.1016/j.artint.2022.103742","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131916206&doi=10.1016%2Fj.artint.2022.103742&partnerID=40&md5=0b01e820fe8ba32d2d57a76362eea3a0","In his seminal 1995 paper, Dung laid the foundations of abstract argumentation, a by now major research area in knowledge representation. He pointed out that there is a problematic issue with self-defeating arguments underlying all traditional semantics. A self-defeat occurs if an argument attacks itself either directly or indirectly via an odd attack loop, unless the loop is broken up by some argument attacking the loop from outside. Motivated by the fact that such arguments represent self-contradictory or paradoxical arguments, he asked for reasonable semantics which overcome the problem that such arguments may indeed invalidate any argument they attack. This paper provides a solution to this problem. More precisely, we introduce alternative foundations for abstract argumentation, namely weak admissibility and weak defense. After showing that these key concepts are compatible as in the classical case we introduce new versions of the classical Dung-style semantics including complete, preferred and grounded semantics. We provide a rigorous study of these new concepts including interrelationships as well as the relations to their Dung-style counterparts. We also conduct an analysis of the relationship of our concepts with similar concepts found in the literature. We show that weak admissibility, although defined in entirely different terms, is in fact equivalent to a notion of acceptability which was defined by Kakas and Mancarella yet never studied in depth. The new semantics presented here overcome the issue with self-defeating arguments, and they are semantically insensitive to syntactic deletions of self-attacking arguments, a special case of self-defeat.1 © 2022 Elsevier B.V., All rights reserved.","Abstract Argumentation; Weak Admissibility; Knowledge Representation; Modular Construction; Abstract Argumentation; Knowledge-representation; Modularizations; Problematic Issues; Research Areas; Weak Admissibility; Semantics"
"A false sense of security","2022","Artificial Intelligence","10.1016/j.artint.2022.103741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131406543&doi=10.1016%2Fj.artint.2022.103741&partnerID=40&md5=cb5e19dea5cb354f61c6f04e89e2e67f","The growing literature on confidentiality in knowledge representation and reasoning sometimes may cause a false sense of security, due to lack of details about the attacker, and some misconceptions about security-related concepts. This note analyzes the vulnerabilities of some recent knowledge protection methods to increase the awareness about their actual effectiveness and their mutual differences. © 2022 Elsevier B.V., All rights reserved.","Controlled Query Evaluation; Knowledge-base Anonymization; Knowledge-base Confidentiality; Anonymization; Controled Query Evaluation; Knowledge Protection; Knowledge Representation And Reasoning; Knowledge-base Anonymization; Knowledge-base Confidentiality; Protection Methods; Query Evaluation; Sense Of Security; Knowledge Representation"
"ASER: Towards large-scale commonsense knowledge acquisition via higher-order selectional preference over eventualities","2022","Artificial Intelligence","10.1016/j.artint.2022.103740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131378130&doi=10.1016%2Fj.artint.2022.103740&partnerID=40&md5=dbe4bfbed1c4c7af73c98b436ecd734b","Commonsense knowledge acquisition and reasoning have long been a core artificial intelligence problem. However, in the past, there has been a lack of scalable methods to collect commonsense knowledge. In this paper, we propose to develop principles for collecting commonsense knowledge based on selectional preference, which is a common phenomenon in human languages that has been shown to be related to semantics. We generalize the definition of selectional preference from one-hop linguistic syntactic relations to higher-order relations over linguistic graphs. Unlike previous commonsense knowledge definitions (e.g., ConceptNet), the selectional preference (SP) knowledge only relies on statistical distributions over linguistic graphs, which can be efficiently and accurately acquired from the unlabeled corpora with modern tools, rather than human-defined relations. As a result, acquiring SP knowledge is a much more scalable way of acquiring commonsense knowledge. Following this principle, we develop a large-scale eventuality (a linguistic term covering activity, state, and event)-based knowledge graph ASER, where each eventuality is represented as a dependency graph, and the relation between them is a discourse relation defined in shallow discourse parsing. The higher-order selectional preference over collected linguistic graphs reflects various kinds of commonsense knowledge. For example, dogs are more likely to bark than cats as the eventuality “dog barks” appears 14,998 times in ASER while “cat barks” only appears 6 times. “Be hungry” is more likely to be the reason rather than result of “eat food” as the edge 〈“be hungry,” Cause, “eat food”〉 appears in ASER while 〈“eat food,” Cause, “be hungry”〉 does not. Moreover, motivated by the observation that humans understand events by abstracting the observed events to a higher level and can thus transfer their knowledge to new events, we propose a conceptualization module on top of the collected knowledge to significantly boost the coverage of ASER. In total, ASER contains 648 million edges between 438 million eventualities. After conceptualization with Probase, a selectional preference based concept-instance relational knowledge base, our concept graph contains 15 million conceptualized eventualities and 224 million edges between them. Detailed analysis is provided to demonstrate its quality. All the collected data, APIs, and tools that can help convert collected SP knowledge into the format of ConceptNet are available at https://github.com/HKUST-KnowComp/ASER. © 2022 Elsevier B.V., All rights reserved.","Commonsense Acquisition; Eventualities; Selectional Preference; Graphic Methods; Knowledge Acquisition; Knowledge Graph; Mergers And Acquisitions; Quality Control; Scalability; Syntactics; Commonsense Acquisition; Commonsense Knowledge; Conceptnet; Eventuality; High-order; Higher-order; Knowledge Based; Large-scales; Scalable Methods; Selectional Preferences; Semantics"
"A tetrachotomy of ontology-mediated queries with a covering axiom","2022","Artificial Intelligence","10.1016/j.artint.2022.103738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130801472&doi=10.1016%2Fj.artint.2022.103738&partnerID=40&md5=537640106ee13bde2488cc5f86153a0f","Our concern is the problem of efficiently determining the data complexity of answering queries mediated by description logic ontologies and constructing their optimal rewritings to standard database queries. Originated in ontology-based data access and datalog optimisation, this problem is known to be computationally very complex in general, with no explicit syntactic characterisations available. In this article, aiming to understand the fundamental roots of this difficulty, we strip the problem to the bare bones and focus on Boolean conjunctive queries mediated by a simple covering axiom stating that one class is covered by the union of two other classes. We show that, on the one hand, these rudimentary ontology-mediated queries, called disjunctive sirups (or d-sirups), capture many features and difficulties of the general case. For example, answering d-sirups is Π<inf>2</inf>p-complete for combined complexity and can be in [Formula presented] or L-, NL-, P-, or CONP-complete for data complexity (with the problem of recognising FO-rewritability of d-sirups being 2EXPTIME-hard); some d-sirups only have exponential-size resolution proofs, some only double-exponential-size positive existential FO-rewritings and single-exponential-size nonrecursive datalog rewritings. On the other hand, we prove a few partial sufficient and necessary conditions of FO- and (symmetric/linear-) datalog rewritability of d-sirups. Our main technical result is a complete and transparent syntactic [Formula presented]/NL/P/CONP tetrachotomy of d-sirups with disjoint covering classes and a path-shaped Boolean conjunctive query. To obtain this tetrachotomy, we develop new techniques for establishing P- and CONP-hardness of answering non-Horn ontology-mediated queries as well as showing that they can be answered in NL. © 2022 Elsevier B.V., All rights reserved.","Data Complexity; Datalog; Description Logic; Disjunctive Datalog; First-order Rewritability; Ontology-mediated Query; Computer Circuits; Data Description; Ontology; Query Languages; Query Processing; Syntactics; Answering Queries; Data Complexity; Datalog; Description Logic; Disjunctive Datalog; Exponentials; First Order; First-order Rewritability; Ontology's; Ontology-mediated Query; Formal Languages"
"Knowledge-based strategies for multi-agent teams playing against Nature","2022","Artificial Intelligence","10.1016/j.artint.2022.103728","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130318766&doi=10.1016%2Fj.artint.2022.103728&partnerID=40&md5=9343798c37d29d2a241a086d669f8e9b","We study teams of agents that play against Nature towards achieving a common objective. The agents are assumed to have imperfect information due to partial observability, and have no communication during the play of the game. We propose a natural notion of higher-order knowledge of agents. Based on this notion, we define a class of knowledge-based strategies, and consider the problem of synthesis of strategies of this class. We introduce a multi-agent extension, MKBSC, of the well-known knowledge-based subset construction applied to such games. Its iterative applications turn out to compute higher-order knowledge of the agents. We show how the MKBSC can be used for the design of knowledge-based strategy profiles, and investigate the transfer of existence of such strategies between the original game and in the iterated applications of the MKBSC, under some natural assumptions. We also relate and compare the “intensional” view on knowledge-based strategies based on explicit knowledge representation and update, with the “extensional” view on finite memory strategies based on finite transducers and show that, in a certain sense, these are equivalent. © 2022 Elsevier B.V., All rights reserved.","Dec-pomdp; Higher-order Knowledge; Imperfect Information; Knowledge-based Strategies; Multi-agent Games; Strategy Synthesis; Game Theory; Multi Agent Systems; Dec-pomdp; High-order; High-order Knowledge; Higher-order; Imperfect Information; Knowledge-based Strategy; Multi-agent Games; Multiagent Teams; Partial Observability; Strategy Synthesis; Knowledge Representation"
"On the landscape of one-hidden-layer sparse networks and beyond","2022","Artificial Intelligence","10.1016/j.artint.2022.103739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130178016&doi=10.1016%2Fj.artint.2022.103739&partnerID=40&md5=822243f508ff41ffd5a16f37b884ccba","Sparse neural networks have received increasing interest due to their small size compared to dense networks. Nevertheless, most existing works on neural network theory have focused on dense neural networks, and the understanding of sparse networks is very limited. In this paper we study the loss landscape of one-hidden-layer sparse networks. First, we consider sparse networks with a dense final layer. We show that linear networks can have no spurious valleys under special sparse structures, and non-linear networks could also admit no spurious valleys under a wide final layer. Second, we discover that spurious valleys and spurious minima can exist for wide sparse networks with a sparse final layer. This is different from wide dense networks which do not have spurious valleys under mild assumptions. © 2022 Elsevier B.V., All rights reserved.","Deep Learning Theory; Landscape; Optimization; Sparse Neural Networks; Deep Learning; Linear Networks; Multilayer Neural Networks; Network Layers; Piecewise Linear Techniques; Deep Learning Theory; Dense Network; Hidden Layers; Landscape; Learning Theory; Neural-networks; Non-linear Networks; Optimisations; Sparse Network; Sparse Neural Networks; Landforms"
"Result diversification by multi-objective evolutionary algorithms with theoretical guarantees","2022","Artificial Intelligence","10.1016/j.artint.2022.103737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129920004&doi=10.1016%2Fj.artint.2022.103737&partnerID=40&md5=bd4fa6f1ef9324df87c80ebe21cd6c5a","Given a ground set of items, the result diversification problem aims to select a subset with high “quality” and “diversity” while satisfying some constraints. It arises in various real-world artificial intelligence applications, such as web-based search, document summarization and feature selection, and also has applications in other areas, e.g., computational geometry, databases, finance and operations research. Previous algorithms are mainly based on greedy or local search. In this paper, we propose to reformulate the result diversification problem as a bi-objective maximization problem, and solve it by a multi-objective evolutionary algorithm (EA), i.e., the GSEMO. We theoretically prove that the GSEMO can achieve the (asymptotically) optimal theoretical guarantees under both static and dynamic environments. For cardinality constraints, the GSEMO can achieve the optimal polynomial-time approximation ratio, 1/2. For more general matroid constraints, the GSEMO can achieve an asymptotically optimal polynomial-time approximation ratio, 1/2−ϵ/(4n), where ϵ>0 and n is the size of the ground set of items. Furthermore, when the objective function (i.e., a linear combination of quality and diversity) changes dynamically, the GSEMO can maintain this approximation ratio in polynomial running time, addressing the open question proposed by Borodin et al. [7]. This also theoretically shows the superiority of EAs over local search for solving dynamic optimization problems for the first time, and discloses the robustness of the mutation operator of EAs against dynamic changes. Experiments on the applications of web-based search, multi-label feature selection and document summarization show the superior performance of the GSEMO over the state-of-the-art algorithms (i.e., the greedy algorithm and local search) under both static and dynamic environments. © 2022 Elsevier B.V., All rights reserved.","Cardinality Constraints; Diversities; Dynamic Environments; Experimental Studies; Matroid Constraints; Monotone Submodular Functions; Multi-objective Evolutionary Algorithms; Result Diversification; Running Time Analysis; Combinatorial Optimization; Computational Geometry; Constraint Satisfaction Problems; Feature Extraction; Genetic Algorithms; Local Search (optimization); Operations Research; Polynomial Approximation; Cardinality Constraints; Diversity; Dynamic Environments; Experimental Study; Matroid Constraint; Monotone Submodular Function; Multi-objective Evolutionary Algorithm; Result Diversification; Running Time Analysis; Submodular Functions; Websites"
"Scheduling with complete multipartite incompatibility graph on parallel machines: Complexity and algorithms","2022","Artificial Intelligence","10.1016/j.artint.2022.103711","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129380602&doi=10.1016%2Fj.artint.2022.103711&partnerID=40&md5=a0f83280bebe43231d8250eb04cadda0","In this paper, the problem of scheduling on parallel machines with a presence of incompatibilities between jobs is considered. The incompatibility relation can be modeled as a complete multipartite graph in which each edge denotes a pair of jobs that cannot be scheduled on the same machine. The paper provides several results concerning schedules, optimal or approximate with respect to the two most popular criteria of optimality: C<inf>max</inf> (makespan) and ∑C<inf>j</inf> (total completion time). The problems are considered for a variety of machine types: identical, uniform and unrelated. The results consist of delimitation of the easy (polynomial) and NP-hard problems within these constraints. Also, polynomial-time exact algorithms are provided for easier problems and algorithms with a guaranteed constant worst-case approximation ratio for harder ones. In particular, there is provided a polynomial-time approximation scheme (PTAS) for scheduling with respect to ∑C<inf>j</inf> on uniform machines, when the number of parts (i.e. sets of vertices constituting the mentioned graph) is bounded. The problem is addressed by developing a linear programming relaxation technique with appropriate rounding. This technique together with an exhaustive search (albeit in a manner controlled by the precision parameter) allows to provide the desired algorithm. For C<inf>max</inf> a PTAS is provided for the case of unit time jobs, but when the number of parts is part of the input. Interestingly, the latter result shows a connection between the considered problem of scheduling and covering problems. © 2022 Elsevier B.V., All rights reserved.","Approximation Scheme; Incompatibility Graph; Job Scheduling; Makespan; Np-hardness; Total Completion Time; Uniform Machines; Approximation Algorithms; Job Shop Scheduling; Linear Programming; Polynomial Approximation; Approximation Scheme; Complete Multipartite Graph; Incompatibility Graph; Jobs Scheduling; Makespan; Np-hardness; Parallel Machine; Polynomial Time Approximation Schemes; Total Completion Time; Uniform Machine; Computational Complexity"
"Diagnosability of fair transition systems","2022","Artificial Intelligence","10.1016/j.artint.2022.103725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129048758&doi=10.1016%2Fj.artint.2022.103725&partnerID=40&md5=ad015800f9a8609cf76b26a06f405a3e","The integrity of complex dynamic systems often relies on the ability to detect, during operation, the occurrence of faults, or, in other words, to diagnose the system. The feasibility of this task, also known as diagnosability, depends on the nature of the system dynamics, the impact of faults, and the availability of a suitable set of sensors. Standard techniques for analyzing the diagnosability problem rely on a model of the system and on proving the absence of a faulty trace that cannot be distinguished by a non-faulty one (this pair of traces is called critical pair). In this paper, we tackle the problem of verifying diagnosability under the presence of fairness conditions. These extend the expressiveness of the system models enabling the specification of assumptions on the system behavior such as the infinite occurrence of observations and/or faults. We adopt a comprehensive framework that encompasses fair transition systems, temporally extended fault models, delays between the occurrence of a fault and its detection, and rich operational contexts. We show that in presence of fairness the definition of diagnosability has several interesting variants, and discuss the relative strengths and the mutual relationships. We prove that the existence of critical pairs is not always sufficient to analyze diagnosability, and needs to be generalized to critical sets. We define new notions of critical pairs, called ribbon-shape, with special looping conditions to represent the critical sets. Based on these findings, we provide algorithms to prove the diagnosability under fairness. The approach is built on top of the classical twin plant construction, and generalizes it to cover the various forms of diagnosability and find sufficient delays. The proposed algorithms are implemented within the XSAP platform for safety analysis, leveraging efficient symbolic model checking primitives. An experimental evaluation on a heterogeneous set of realistic benchmarks from various application domains demonstrates the effectiveness of the approach. © 2022 Elsevier B.V., All rights reserved.","Diagnosability; Diagnosis; Fair Transition Systems; Symbolic Model-checking; Fault Detection; Model Checking; Complex Dynamic Systems; Condition; Critical Sets; Diagnosability; Fair Transition System; Fair Transitions; Symbolic Model Checking; System Behaviors; System Models; Transition System; Benchmarking"
"Data-informed knowledge and strategies","2022","Artificial Intelligence","10.1016/j.artint.2022.103727","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129034356&doi=10.1016%2Fj.artint.2022.103727&partnerID=40&md5=49ec14a07b02a004e40be07bd930fa47","The article proposes a new approach to reasoning about knowledge and strategies in multiagent systems. It emphasizes data, not agents, as the source of strategic knowledge. The approach brings together Armstrong's functional dependency from database theory, a data-informed knowledge modality based on a recent work by Baltag and van Benthem, and a newly proposed data-informed strategy modality. The main technical result is a sound and complete logical system that describes the interplay between these three logical operators. © 2022 Elsevier B.V., All rights reserved.","Completeness; Data; Know-how; Knowledge; Multiagent System; Strategy; Technology Transfer; Completeness; Data Base Theory; Functional Dependency; Knowledge; Logical System; New Approaches; Reasoning About Knowledge; Sound And Complete; Strategic Knowledge; Strategy; Multi Agent Systems"
"Modular materialisation of Datalog programs","2022","Artificial Intelligence","10.1016/j.artint.2022.103726","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128735897&doi=10.1016%2Fj.artint.2022.103726&partnerID=40&md5=eae944ace320c5f483b16fc50871650b","Answering queries over large datasets extended with Datalog rules plays a key role in numerous data management applications, and it has been implemented in several highly optimised Datalog systems in both academic and commercial contexts. Many systems implement reasoning via materialisation, which involves precomputing all consequences of the rules and the dataset in a preprocessing step. Some systems also use incremental reasoning algorithms, which can update the materialisation efficiently when the input dataset changes. Such techniques allow queries to be processed without any reference to the rules, so they are often used in applications where the performance of query answering is critical. Existing materialisation and incremental reasoning techniques enumerate all possible ways to apply rules to the data in order to derive all relevant consequences. This, however, can be inefficient because derivations of rules commonly used in practice are redundant; for example, rules axiomatising a binary predicate as symmetric and transitive can have a cubic number of applications, yet they can derive at most a quadratic number of facts. Such redundancy can be a significant source of overhead in practice and can prevent Datalog systems from successfully processing large datasets. To address this issue, in this paper we present a novel framework for modular materialisation and incremental reasoning. Our key idea is that, for certain combinations of rules commonly used in practice, all consequences can be derived using specialised procedures that do not necessarily enumerate all possible rule applications. Thus, our framework supports materialisation and incremental reasoning via a collection of modules. Each module is responsible for deriving consequences of a subset of the program, by using either standard rule application or proprietary algorithms. We prove that such an approach is complete as long as each module satisfies certain properties. Our formalisation of a module is very general, and in fact it allows modules to keep arbitrary auxiliary information. We also show how to realise custom procedures for four types of modules: transitivity, symmetry–transitivity, chain rules, and sequencing elements of a total order. Finally, we demonstrate empirically that using our custom procedures can speed up materialisation and incremental reasoning by several orders of magnitude on several well-known benchmarks. Thus, our technique has the potential to significantly improve the scalability of Datalog reasoners. © 2022 Elsevier B.V., All rights reserved.","Datalog; Incremental Reasoning; Materialisation; Application Programs; Information Management; Answering Queries; Datalog; Datalog Programs; Incremental Reasoning; Large Datasets; Management Applications; Materialization; Modulars; Precomputing; Rule Application; Large Dataset"
