"Title","Source title","DOI","Link","Abstract","Author Keywords"
"Alteration of microglial metabolism and inflammatory profile contributes to neurotoxicity in a hiPSC-derived microglia model of frontotemporal dementia 3","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167421636&doi=10.1016%2Fj.bbi.2023.07.024&partnerID=40&md5=34f4a53bc84e723b6cb7e10ba216bce9","Frontotemporal dementia (FTD) is a common cause of early-onset dementia, with no current treatment options. FTD linked to chromosome 3 (FTD3) is a rare sub-form of the disease, caused by a point mutation in the Charged Multivesicular Body Protein 2B (CHMP2B). This mutation causes neuronal phenotypes, such as mitochondrial deficiencies, accompanied by metabolic changes and interrupted endosomal-lysosomal fusion. However, the contribution of glial cells to FTD3 pathogenesis has, until recently, been largely unexplored. Glial cells play an important role in most neurodegenerative disorders as drivers and facilitators of neuroinflammation. Microglia are at the center of current investigations as potential pro-inflammatory drivers. While gliosis has been observed in FTD3 patient brains, it has not yet been systematically analyzed. In the light of this, we investigated the role of microglia in FTD3 by implementing human induced pluripotent stem cells (hiPSC) with either a heterozygous or homozygous CHMP2B mutation, introduced into a healthy control hiPSC line via CRISPR-Cas9 precision gene editing. These hiPSC were differentiated into microglia to evaluate the pro-inflammatory profile and metabolic state. Moreover, hiPSC-derived neurons were cultured with conditioned microglia media to investigate disease specific interactions between the two cell populations. Interestingly, we identified two divergent inflammatory microglial phenotypes resulting from the underlying mutations: a severe pro-inflammatory profile in CHMP2B homozygous FTD3 microglia, and an “unresponsive” CHMP2B heterozygous FTD3 microglial state. These findings correlate with our observations of increased phagocytic activity in CHMP2B homozygous, and impaired protein degradation in CHMP2B heterozygous FTD3 microglia. Metabolic mapping confirmed these differences, revealing a metabolic reprogramming of the CHMP2B FTD3 microglia, displayed as a compensatory up-regulation of glutamine metabolism in the CHMP2B homozygous FTD3 microglia. Intriguingly, conditioned CHMP2B homozygous FTD3 microglia media caused neurotoxic effects, which was not evident for the heterozygous microglia. Strikingly, IFN-γ treatment initiated an immune boost of the CHMP2B heterozygous FTD3 microglia, and conditioned microglia media exposure promoted neural outgrowth. Our findings indicate that the microglial profile, activity, and behavior is highly dependent on the status of the CHMP2B mutation. Our results suggest that the heterozygous state of the mutation in FTD3 patients could potentially be exploited in form of immune-boosting intervention strategies to counteract neurodegeneration. © 2023 Elsevier B.V., All rights reserved.","Ftd3; Hipsc-derived Microglia; Immune-boosting; Neuroinflammation; Gamma Interferon; Glutamine; Endosomal Sorting Complexes Required For Transport; Charged Multivesicular Body Protein 2b; Gamma Interferon; Glutamine; Peptides And Proteins; Unclassified Drug; Escrt Protein; Article; Autophagy (cellular); Cell Culture; Cell Differentiation; Cell Function; Cell Metabolism; Cell Population; Chmp2b Gene; Chromosome 3; Controlled Study; Crispr-cas9 System; Frontotemporal Dementia; Gene Editing; Gene Expression; Gene Mutation; Heterozygosity; Homozygosity; Human; Human Cell; Immune System; Microglia; Mitochondrial Dynamics; Nerve Cell; Nerve Degeneration; Nervous System Inflammation; Neurite Outgrowth; Neurotoxicity; Phagocyte; Phenotype; Pluripotent Stem Cell; Protein Degradation; Transcriptomics; Upregulation; Genetics; Induced Pluripotent Stem Cell; Metabolism; Pathology; Chromosome 3-linked Frontotemporal Dementia; Endosomal Sorting Complexes Required For Transport; Frontotemporal Dementia; Humans; Induced Pluripotent Stem Cells; Microglia"
"Letter regarding “Omega-3 polyunsaturated fatty acids (n-3 PUFAs), somatic and fatigue symptoms in cardiovascular diseases comorbid major depressive disorder (MDD): A randomized controlled trial”","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167418186&doi=10.1016%2Fj.bbi.2023.07.016&partnerID=40&md5=9f0bbc213bffeb607b76e24f16440bb8","[No abstract available]","Brain Derived Neurotrophic Factor; Icosapentaenoic Acid; Fatty Acids, Omega-3; Brain Derived Neurotrophic Factor; Icosapentaenoic Acid; Omega 3 Fatty Acid; Blood Pressure Measurement; Blood Sampling; Cardiovascular Disease; Chads2 Score; Chalder Fatigue Scale Score; Clinical Evaluation; Clinical Feature; Comorbidity; Diabetes Mellitus; Dyslipidemia; Fatigue; Gender; Groups By Age; Human; Letter; Major Depression; Neurotoxicity Rating Scale Score; Obesity; Patient Participation; Propensity Score; Randomized Controlled Trial (topic); Sample Size; Scoring System; Complication; Controlled Study; Randomized Controlled Trial; Cardiovascular Diseases; Comorbidity; Depressive Disorder, Major; Fatigue; Fatty Acids, Omega-3; Humans"
"The walking sick: Perception of experimental sickness from biological motion","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166948418&doi=10.1016%2Fj.bbi.2023.07.020&partnerID=40&md5=d9c44bce193794658ac92e7361647284","Identification of sick conspecifics allows for avoidance of infectious threats, and is therefore an important behavioral defense against diseases. Here, we investigated if humans can identify sick individuals solely from biological motion and posture (using point-light displays). Additionally, we sought to determine which movements and sickness parameters would predict such detection. We collected video clips and derived point-light displays (one stride presented in a loop) of sick walkers (injected with lipopolysaccharide at 2.0 ng/kg body weight) and the same walkers when healthy (injected with saline). We then presented these displays to two groups, one group classified each walker as sick or healthy (study 1, n = 106), and the other group scored the walkers’ health on a visual analogue scale (study 2, n = 106). The raters were able to identify sick individuals above chance, and rated sick walkers as having worse health, both from observing video clips and point-light displays. Furthermore, both sickness detection and worse apparent health were predicted by inflammation-induced increase in rigidity and slower walking, but not other cues. Altogether, these findings indicate that biological motion can serve as a sickness cue, possibly allowing humans to identify sick conspecifics from a distance, and thereby allowing for disease avoidance. © 2023 Elsevier B.V., All rights reserved.","Biological Motion; Experimental Endotoxemia; Lipopolysaccharide; Point-light Displays; Sickness Detection; Lipopolysaccharide; Article; Biological Motion; Body Position; Controlled Study; Crossover Procedure; Disease Association; Diseases; Human; Human Experiment; Inflammation; Motion; Normal Human; Perception; Rigidity; Stimulus Response; Videorecording; Visual Analog Scale; Walking; Walking Sick; Communicable Disease; Communicable Diseases; Humans; Perception; Walking"
"Reply to “Letter regarding “Omega-3 polyunsaturated fatty acids (n-3 PUFAs), somatic and fatigue symptoms in cardiovascular diseases comorbid major depressive disorder (MDD): A randomized controlled trial””","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166771533&doi=10.1016%2Fj.bbi.2023.07.017&partnerID=40&md5=16a2c127def07c266d6992e590ec2ec8","[No abstract available]","Cardiovascular Diseases; Dha; Epa; Fatigue, Major Depressive Disorder; Omega-3 Fatty Acid; Somatic Symptoms; Brain Derived Neurotrophic Factor; Fatty Acids, Omega-3; Brain Derived Neurotrophic Factor; Omega 3 Fatty Acid; Placebo; Adult; Aged; Autonomic Nervous System; Blood Pressure; Brain Function; Cardiovascular Disease; Cha2ds2-vasc Score; Clinical Decision Making; Clinical Evaluation; Comorbidity; Controlled Study; Diabetes Mellitus; Diabetic Neuropathy; Dyslipidemia; Fatigue; Female; Human; Letter; Major Clinical Study; Major Depression; Male; Neurotoxicity; Obesity; Peripheral Nerve; Randomized Controlled Trial; Somatoform Disorder; Complication; Cardiovascular Diseases; Depressive Disorder, Major; Fatigue; Fatty Acids, Omega-3; Humans"
"Mapping acute neuroinflammation in vivo with diffusion-MRI in rats given a systemic lipopolysaccharide challenge","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166585240&doi=10.1016%2Fj.bbi.2023.07.010&partnerID=40&md5=dc13cea9b8fd32d904a4377a08b59599","It is becoming increasingly apparent that neuroinflammation plays a critical role in an array of neurological and psychiatric disorders. Recent studies have demonstrated the potential of diffusion MRI (dMRI) to characterize changes in microglial density and morphology associated with neuroinflammation, but these were conducted mostly ex vivo and/or in extreme, non-physiological animal models. Here, we build upon these studies by investigating the utility of well-established dMRI methods to detect neuroinflammation in vivo in a more clinically relevant animal model of sickness behavior. We show that diffusion tensor imaging (DTI) and neurite orientation dispersion and density imaging (NODDI) indicate widespread increases in diffusivity in the brains of rats given a systemic lipopolysaccharide challenge (n = 20) vs. vehicle-treated controls (n = 12). These diffusivity changes correlated with histologically measured changes in microglial morphology, confirming the sensitivity of dMRI to neuroinflammatory processes. This study marks a further step towards establishing a noninvasive indicator of neuroinflammation, which would greatly facilitate early diagnosis and treatment monitoring in various neurological and psychiatric diseases. © 2023 Elsevier B.V., All rights reserved.","Diffusion Mri; Dti; Lipopolysaccharide; Microglia; Neuroinflammation; Noddi; Lipopolysaccharides; Biospec 9.4 T; Lipopolysaccharide; Adult; Animal Cell; Animal Experiment; Animal Model; Animal Tissue; Article; Brain Radiography; Cell Structure; Controlled Study; Correlation Analysis; Diffusion Tensor Imaging; Diffusion Weighted Imaging; Disease Model; Early Diagnosis; Histochemistry; Histopathology; Illness Behavior; Image Analysis; Image Processing; In Vivo Study; Male; Mental Disease; Microglia; Monitoring; Nervous System Inflammation; Neurite Orientation Dispersion And Density Imaging; Neuroimaging; Neurologic Disease; Non Invasive Procedure; Nonhuman; Rat; Sensitivity Analysis; Sprague Dawley Rat; Animal; Brain; Diagnostic Imaging; Pathology; Procedures; Animals; Brain; Diffusion Magnetic Resonance Imaging; Diffusion Tensor Imaging; Lipopolysaccharides; Neuroinflammatory Diseases; Rats"
"Integrated analysis of proteomics, epigenomics and metabolomics data revealed divergent pathway activation patterns in the recent versus chronic post-traumatic stress disorder","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166312882&doi=10.1016%2Fj.bbi.2023.07.015&partnerID=40&md5=adceae4b879fe07ba8bcf0b98ffd8569","Metabolomics, proteomics and DNA methylome assays, when done in tandem from the same blood sample and analyzed together, offer an opportunity to evaluate the molecular basis of post-traumatic stress disorder (PTSD) course and pathogenesis. We performed separate metabolomics, proteomics, and DNA methylome assays on blood samples from two well-characterized cohorts of 159 active duty male participants with relatively recent onset PTSD (<1.5 years) and 300 male veterans with chronic PTSD (>7 years). Analyses of the multi-omics datasets from these two independent cohorts were used to identify convergent and distinct molecular profiles that might constitute potential signatures of severity and progression of PTSD and its comorbid conditions. Molecular signatures indicative of homeostatic processes such as signaling and metabolic pathways involved in cellular remodeling, neurogenesis, molecular safeguards against oxidative stress, metabolism of polyunsaturated fatty acids, regulation of normal immune response, post-transcriptional regulation, cellular maintenance and markers of longevity were significantly activated in the active duty participants with recent PTSD. In contrast, we observed significantly altered multimodal molecular signatures associated with chronic inflammation, neurodegeneration, cardiovascular and metabolic disorders, and cellular attritions in the veterans with chronic PTSD. Activation status of signaling and metabolic pathways at the early and late timepoints of PTSD demonstrated the differential molecular changes related to homeostatic processes at its recent and multi-system syndromes at its chronic phase. Molecular alterations in the recent PTSD seem to indicate some sort of recalibration or compensatory response, possibly directed in mitigating the pathological trajectory of the disorder. © 2023 Elsevier B.V., All rights reserved.","Active Duty Soldiers; Chronic Ptsd; Comorbidities; Homeostasis; Multi-omics; Post-traumatic Stress Disorder (ptsd); Recent Onset Ptsd; Veterans; Polyunsaturated Fatty Acid; Active Duty Soldier; Adult; Article; Blood Sampling; Cardiovascular Disease; Cell Differentiation; Cell Function; Cell Metabolism; Cellular Remodeling; Chronic Disease; Chronic Inflammation; Chronic Posttraumatic Stress Disorder; Cohort Analysis; Comorbidity; Comparative Study; Controlled Study; Data Analysis; Degenerative Disease; Demographics; Differential Expression Analysis; Disease Exacerbation; Disease Severity; Dna Methylation Assay; Epigenetics; Genetic Transcription; Homeostasis And Regulation; Human; Human Tissue; Immune Response; Information Processing; Informed Consent; Longevity; Major Clinical Study; Male; Metabolic Disorder; Metabolic Pathway Analysis; Metabolomics; Methylome; Military Personnel; Molecular Fingerprinting; Multi-modal Molecular Profiling; Multiomics; Nerve Degeneration; Nervous System Development; Observational Study; Oxidative Stress; Posttraumatic Stress Disorder; Procedures Concerning Cells; Proteomics; Recent Onset Posttraumatic Stress Disorder; Signaling Pathway Analysis; Transcription Regulation; Veteran; Genetics; Metabolism; Epigenomics; Humans; Male; Metabolomics; Proteomics; Stress Disorders, Post-traumatic; Veterans"
"Overlapping protein profile of first-episode psychosis patients and common handling markers may indicate presence of preanalytical variability: A response to “Immunological protein profiling of first-episode psychosis patients identifies CSF and blood biomarkers correlating with disease severity” (2023)","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166245618&doi=10.1016%2Fj.bbi.2023.07.019&partnerID=40&md5=a02e5e974eae0c9fdffa279bb09e01f4","[No abstract available]","Biomarkers; Accuracy; Cerebrospinal Fluid Analysis; Disease Exacerbation; Disease Predisposition; Human; Letter; Mass Spectrometry; Protein Fingerprinting; Proteomics; Quality Control; Reliability; Schizophrenia; Metabolism; Patient Acuity; Psychosis; Biological Marker; Biomarkers; Humans; Patient Acuity; Psychotic Disorders"
"Microglial repopulation reverses cognitive and synaptic deficits in an Alzheimer's disease model by restoring BDNF signaling","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166133897&doi=10.1016%2Fj.bbi.2023.07.011&partnerID=40&md5=b5aa684631ddf6119978af82938fc550","Over the past decade, compelling genetic evidence has highlighted the crucial role of microglial dysregulation in the development of Alzheimer's disease (AD). As resident immune cells in the brain, microglia undergo dystrophy and senescence during the chronic progression of AD. To explore the potential therapeutic benefits of replenishing the brain with new microglia in AD, we utilized the CSF1R inhibitor PLX3397 to deplete existing microglia and induce repopulation after inhibitor withdrawal in 5xFAD transgenic mice. Our findings revealed the remarkable benefits of microglial repopulation in ameliorating AD-associated cognitive deficits, accompanied by a notable elevation in synaptic proteins and an enhancement of hippocampal long-term potentiation (LTP). Additionally, we observed the profound restoration of microglial morphology and synaptic engulfment following their self-renewal. The impact of microglial repopulation on amyloid pathology is dependent on the duration of repopulation. Transcriptome analysis revealed a high resemblance between the gene expression profiles of repopulated microglia from 5xFAD mice and those of microglia from WT mice. Importantly, the dysregulated neurotrophic signaling pathway and hippocampal neurogenesis in the AD brain are restored following microglial replenishment. Lastly, we demonstrated that the repopulation restores the expression of brain-derived neurotrophic factor (BDNF) in microglia, thereby contributing to synaptic plasticity. In conclusion, our findings provide compelling evidence to support the notion that microglial self-renewal confers substantial benefits to the AD brain by restoring the BDNF neurotrophic signaling pathway. Thus, targeted microglial repopulation emerges as a highly promising and novel therapeutic strategy for alleviating cognitive impairment in AD. © 2023 Elsevier B.V., All rights reserved.","5xfad; Alzheimer's Disease; Bdnf; Microglia; Neurotrophic Signaling Pathway; Plx3397; Repopulation; Brain Derived Neurotrophic Factor; Pexidartinib; Brain-derived Neurotrophic Factor; Brain Derived Neurotrophic Factor; Pexidartinib; Transcriptome; 5xfad Mouse; Alzheimer Disease; Animal Experiment; Animal Tissue; Article; Cell Population; Cell Self-renewal; Cell Structure; Cognitive Defect; Controlled Study; Female; Gene Expression Profiling; Long Term Potentiation; Male; Microglia; Mouse; Nerve Cell Plasticity; Nervous System Development; Neurotropism; Nonhuman; Population Dynamics; Protein Expression; Rna Analysis; Signal Transduction; Transgenic Mouse; Animal; Cognition; Disease Model; Metabolism; Alzheimer Disease; Animals; Brain-derived Neurotrophic Factor; Cognition; Disease Models, Animal; Mice; Mice, Transgenic; Microglia; Signal Transduction"
"Role of inflammation in the socioeconomic inequalities of neurocognitive disorders","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165983690&doi=10.1016%2Fj.bbi.2023.07.013&partnerID=40&md5=ffd069e6d9ed722542225414ae884b0f","Background: Socioeconomic position has been shown to be associated with inflammation. However, little is known about the role of inflammation in socioeconomic inequalities in relation to neurocognitive disorders in later life and the potential underlying inflammatory mechanisms. This study has used longitudinal data to investigate the mediation effects of inflammation in the relationship between socioeconomic position and neurocognitive disorders in older adults. Methods: Using data from the English Longitudinal Study of Ageing (ELSA, n = 4,815), we ascertained neurocognitive disorders using a recognised consensus criterion and included the following categories: (1) No Cognitive Impairment (NOCI) (2) Cognitive Impairment No Dementia (CIND) and (3) Dementia. We examined whether socioeconomic position (education, occupation, and wealth) measured in 2008/09 was associated with neurocognitive disorders measured in 2018/19. Mediation analyses were carried out to investigate the role of inflammatory markers [C-Reactive Protein (CRP), plasma fibrinogen and white blood cells (WBC)] in the association between socioeconomic inequalities and subsequent neurocognitive disorders. Sensitivity analyses were conducted to assess the mediating role of lifestyle behaviours and body mass index (BMI). Results: Higher education, occupation and wealth were longitudinally associated with a lower likelihood of cognitive impairment and dementia. WBC mediated the association between latent socioeconomic position and CIND [β = -0.037 (CI: −0.06 to −0.01)], but not the association with dementia. Indirect effects were attenuated but remained significant when other mediators, such as lifestyle behaviours and BMI were considered. In a separate analysis accounting for main confounders, CRP and fibrinogen mediated the association between education and CIND, all three inflammatory biomarkers mediated the association of occupation and CIND, while WBC mediated the association between wealth and CIND. Conclusion: These findings emphasise that socioeconomic inequalities in mid and later life could contribute to the prevalence of neurocognitive disorders in later life. Our results provide some evidence for the biological embedding of WBC in the association between socioeconomic inequalities and cognitive impairment via elevated inflammation. Future studies should explore other plausible biological mechanisms. © 2023 Elsevier B.V., All rights reserved.","C-reactive Protein; Fibrinogen; Inflammation; Neurocognitive Disorders; Socioeconomic Inequalities; White Blood Cells; C Reactive Protein; Fibrinogen; C-reactive Protein; Fibrinogen; C Reactive Protein; Fibrinogen; Adult; Aged; Aging; Article; Body Mass; Cognitive Defect; Controlled Study; Dementia; Disease Association; Disorders Of Higher Cerebral Function; Economic Inequality; Educational Status; Female; Fibrinogen Blood Level; Human; Human Cell; Inflammation; Leukocyte Count; Lifestyle; Longitudinal Study; Major Clinical Study; Male; Mediation Analysis; Occupation; Prevalence; Protein Blood Level; Social Status; Wealth Inequality; Metabolism; Socioeconomics; Aged; C-reactive Protein; Educational Status; Fibrinogen; Humans; Inflammation; Longitudinal Studies; Neurocognitive Disorders; Socioeconomic Factors"
"Delayed cognitive impairments in a rat model of Gulf War Illness are stimulus-dependent","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165979380&doi=10.1016%2Fj.bbi.2023.07.003&partnerID=40&md5=4a9b32f6fa57919f6ed02e0dd4405b99","Gulf War Illness (GWI) collectively describes the multitude of central and peripheral disturbances affecting soldiers who served in the 1990–1991 Gulf War. While the mechanisms responsible for GWI remain elusive, the prophylactic use of the reversible acetylcholinesterase inhibitor, pyridostigmine bromide (PB), and war-related stress have been identified as chief factors in GWI pathology. Post-deployment stress is a common challenge faced by veterans, and aberrant cholinergic and/or immune responses to these psychological stressors may play an important role in GWI pathology, especially the cognitive impairments experienced by many GWI patients. Therefore, the current study investigated if an immobilization stress challenge would produce abnormal responses in PB-treated rats three months later. Results indicate that hippocampal cholinergic responses to an immobilization stress challenge are impaired three months after PB administration. We also assessed if an immune or stress challenge reveals deficits in PB-treated animals during hippocampal-dependent learning and memory tasks at this delayed timepoint. Novel object recognition (NOR) testing paired with either acute saline or lipopolysaccharide (LPS, 30 µg/kg, i.p.), as well as Morris water maze (MWM) testing was conducted approximately three months after PB administration and/or repeated restraint stress. Rats with a history of PB treatment exhibited 24-hour hippocampal-dependent memory deficits when challenged with LPS, but not saline, in the NOR task. Similarly, in the same cohort, PB-treated rats showed 24-hour memory deficits in the MWM task. Ultimately, these studies highlight the long-term effects of PB treatment on hippocampal function and provide insight into the progressive cognitive deficits observed in veterans with GWI. © 2023 Elsevier B.V., All rights reserved.","Acetylcholine; Acetylcholinesterase; Hippocampus; Lipopolysaccharide; Pyridostigmine Bromide; Stress; Acetylcholinesterase; Cholinesterase; Pyridostigmine; Sodium Chloride; Acetylcholinesterase; Cholinesterase Inhibitors; Lipopolysaccharides; Pyridostigmine Bromide; Acetylcholinesterase; Cholinesterase; Lipopolysaccharide; Pyridostigmine; Sodium Chloride; Cholinesterase Inhibitor; Adult; Animal Experiment; Animal Model; Animal Tissue; Article; Cholinesterase Blood Level; Cognition; Cohort Analysis; Controlled Study; Enzyme Inhibition; High Performance Liquid Chromatography; Hippocampus; Human; Immobilization Stress; In Vivo Study; Male; Memory; Microdialysis; Morris Water Maze Test; Nonhuman; Novel Object Recognition Test; Pathophysiology; Persian Gulf Syndrome; Rat; Task Performance; Animal; Cognitive Defect; Disease Model; Memory Disorder; War; Acetylcholinesterase; Animals; Cholinesterase Inhibitors; Cognitive Dysfunction; Disease Models, Animal; Gulf War; Lipopolysaccharides; Memory Disorders; Persian Gulf Syndrome; Pyridostigmine Bromide; Rats"
"Incorporating causal inference perspectives into psychoneuroimmunology: A simulation study highlighting concerns about controlling for adiposity in immunopsychiatry","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.06.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165975585&doi=10.1016%2Fj.bbi.2023.06.022&partnerID=40&md5=73bf8e87be2a8a0aefea677cbb8fa8c2","Psychoneuroimmunology and immunopsychiatry are quickly approaching a critical point where the clinical translatability of their evidence base will be tested. To maximize chances for translational success, we believe researchers must adopt causal inference techniques that augment the causal relevance of estimates given theorized causal structures. To illustrate the utility of incorporating causal inference perspectives into psychoneuroimmunology, we applied directed acyclic graphs and a combination of empirical and simulated data to demonstrate the consequences of controlling for adiposity when testing the association between inflammation and depression under the plausible causal structure of increases in adipose tissue leading to greater inflammation that in turn promotes depression. Effect size estimates were pulled from a dataset combining the Midlife in the United States 2 (MIDUS-2) and MIDUS Refresher datasets. Data were extracted and used to simulate data reflecting an adiposity → inflammation → depression causal structure. Next, a Monte Carlo simulation study with 1,000 iterations and three sample size scenarios (Ns = 100, 250, and 500) was conducted testing whether controlling for adiposity when estimating the relation between inflammation and depression influenced the precision of this estimate. Across all simulation scenarios, controlling for adiposity reduced precision of the inflammation → depression estimate, suggesting that researchers primarily interested in quantifying inflammation → depression associations should not control for adiposity. This work thus underscores the importance of incorporating causal inference approaches into psychoneuroimmunological research. © 2023 Elsevier B.V., All rights reserved.","Adiposity; Bmi; Causal Inference; Depression; Inflammation; Adipose Tissue; Adult; Article; Body Mass; Causal Reasoning; Correlation Analysis; Depression; Directed Acyclic Graph; Effect Size; Empirical Research; Female; Human; Inflammation; Male; Monte Carlo Method; Obesity; Psychoneuroimmunology; Adipose Tissue Inflammation; Causality; Adiposity; Causality; Humans; Inflammation; Obesity; Psychoneuroimmunology"
"Insights into FcγR involvement in pain-like behavior induced by an RA-derived anti-modified protein autoantibody","Brain, Behavior, and Immunity","10.1016/j.bbi.2023.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165972401&doi=10.1016%2Fj.bbi.2023.07.001&partnerID=40&md5=673c1f7f74d2b21c54961784b5b90909","Joint pain is one of the most debilitating symptoms of rheumatoid arthritis (RA) and patients frequently rate improvements in pain management as their priority. RA is hallmarked by the presence of anti-modified protein autoantibodies (AMPA) against post-translationally modified citrullinated, carbamylated and acetylated proteins. It has been suggested that autoantibody-mediated processes represent distinct mechanisms contributing to pain in RA. In this study, we investigated the pronociceptive properties of monoclonal AMPA 1325:01B09 (B09 mAb) derived from the plasma cell of an RA patient. We found that B09 mAb induces pain-like behavior in mice that is not associated with any visual, histological or transcriptional signs of inflammation in the joints, and not alleviated by non-steroidal anti-inflammatory drugs (NSAIDs). Instead, we found that B09 mAb is retained in dorsal root ganglia (DRG) and alters the expression of several satellite glia cell (SGC), neuron and macrophage-related factors in DRGs. Using mice that lack activating FcγRs, we uncovered that FcγRs are critical for the development of B09-induced pain-like behavior, and partially drive the transcriptional changes in the DRGs. Finally, we observed that B09 mAb binds SGC in vitro and in combination with external stimuli like ATP enhances transcriptional changes and protein release of pronociceptive factors from SGCs. We propose that certain RA antibodies bind epitopes in the DRG, here on SGCs, form immune complexes and activate resident macrophages via FcγR cross-linking. Our work supports the growing notion that autoantibodies can alter nociceptor signaling via mechanisms that are at large independent of local inflammatory processes in the joint. © 2023 Elsevier B.V., All rights reserved.","Autoantibodies; Dorsal Root Ganglia; Pain; Rheumatoid Arthritis; Satellite Glia Cells; Adenosine Triphosphate; Alpha Amino 3 Hydroxy 5 Methyl 4 Isoxazolepropionic Acid; Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid; Autoantibodies; Receptors, Igg; Adenosine Triphosphate; Autoantibody; Epitope; Fc Receptor; Monoclonal Antibody; Monoclonal Antibody B09; Nonsteroid Antiinflammatory Agent; Protein Antibody; Unclassified Drug; Alpha Amino 3 Hydroxy 5 Methyl 4 Isoxazolepropionic Acid; Animal Cell; Animal Experiment; Animal Model; Animal Tissue; Antigen Antibody Complex; Antigen Binding; Arthralgia; Article; Behavior Disorder; Cell Transformation; Controlled Study; Cross Linking; Disease Course; Female; Histology; In Vitro Study; Macrophage; Male; Mouse; Nerve Cell; Nociception; Nonhuman; Pathogenesis; Plasma Cell; Protein Secretion; Rheumatoid Arthritis; Satellite Glial Cell; Signal Transduction; Spinal Ganglion; Vision; Animal; Pain; Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid; Animals; Arthritis, Rheumatoid; Autoantibodies; Mice; Pain; Receptors, Igg"
